run_id,primitive_id,primitive_name,sem,scope,block_size,dtype,src_rank,dst_rank,buffer_bytes,n_elements,rep_idx,time_ms,bandwidth_gibps,world_size,gpu_arch,hostname,ts_unix
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,1,0,16777216,4194304,0,0.425526,73.4385,8,gfx942:sramecc+:xnack-,j06u19,1778487691.741
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,1,0,16777216,4194304,1,0.383912,81.3989,8,gfx942:sramecc+:xnack-,j06u19,1778487691.741
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,1,0,16777216,4194304,2,0.384193,81.3393,8,gfx942:sramecc+:xnack-,j06u19,1778487691.741
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,1,0,16777216,4194304,3,0.379461,82.3537,8,gfx942:sramecc+:xnack-,j06u19,1778487691.741
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,1,0,16777216,4194304,4,0.381426,81.9294,8,gfx942:sramecc+:xnack-,j06u19,1778487691.741
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,1,0,16777216,4194304,5,0.384554,81.2630,8,gfx942:sramecc+:xnack-,j06u19,1778487691.741
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,1,0,16777216,4194304,6,0.379622,82.3187,8,gfx942:sramecc+:xnack-,j06u19,1778487691.741
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,1,0,16777216,4194304,7,0.383992,81.3819,8,gfx942:sramecc+:xnack-,j06u19,1778487691.741
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,1,0,16777216,4194304,8,0.381386,81.9380,8,gfx942:sramecc+:xnack-,j06u19,1778487691.741
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,1,0,16777216,4194304,9,0.382990,81.5948,8,gfx942:sramecc+:xnack-,j06u19,1778487691.741
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,1,0,16777216,4194304,10,0.383151,81.5605,8,gfx942:sramecc+:xnack-,j06u19,1778487691.741
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,1,0,16777216,4194304,11,0.379782,82.2840,8,gfx942:sramecc+:xnack-,j06u19,1778487691.741
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,1,0,16777216,4194304,12,0.381225,81.9726,8,gfx942:sramecc+:xnack-,j06u19,1778487691.741
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,1,0,16777216,4194304,13,0.383390,81.5097,8,gfx942:sramecc+:xnack-,j06u19,1778487691.741
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,1,0,16777216,4194304,14,0.383832,81.4158,8,gfx942:sramecc+:xnack-,j06u19,1778487691.741
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,1,0,16777216,4194304,15,0.382910,81.6119,8,gfx942:sramecc+:xnack-,j06u19,1778487691.741
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,1,0,16777216,4194304,16,0.380825,82.0587,8,gfx942:sramecc+:xnack-,j06u19,1778487691.741
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,1,0,16777216,4194304,17,0.381026,82.0154,8,gfx942:sramecc+:xnack-,j06u19,1778487691.741
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,1,0,16777216,4194304,18,0.382148,81.7746,8,gfx942:sramecc+:xnack-,j06u19,1778487691.741
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,1,0,16777216,4194304,19,0.380865,82.0501,8,gfx942:sramecc+:xnack-,j06u19,1778487691.741
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,1,0,16777216,4194304,20,0.384272,81.3226,8,gfx942:sramecc+:xnack-,j06u19,1778487691.741
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,1,0,16777216,4194304,21,0.381146,81.9896,8,gfx942:sramecc+:xnack-,j06u19,1778487691.741
