run_id,primitive_id,primitive_name,sem,scope,block_size,dtype,src_rank,dst_rank,buffer_bytes,n_elements,rep_idx,time_ms,bandwidth_gibps,world_size,gpu_arch,hostname,ts_unix
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,6,0,16777216,4194304,0,0.388282,80.4827,8,gfx942:sramecc+:xnack-,j06u19,1778487696.037
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,6,0,16777216,4194304,1,0.382468,81.7062,8,gfx942:sramecc+:xnack-,j06u19,1778487696.037
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,6,0,16777216,4194304,2,0.383672,81.4498,8,gfx942:sramecc+:xnack-,j06u19,1778487696.037
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,6,0,16777216,4194304,3,0.385235,81.1193,8,gfx942:sramecc+:xnack-,j06u19,1778487696.037
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,6,0,16777216,4194304,4,0.382789,81.6377,8,gfx942:sramecc+:xnack-,j06u19,1778487696.037
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,6,0,16777216,4194304,5,0.377257,82.8348,8,gfx942:sramecc+:xnack-,j06u19,1778487696.037
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,6,0,16777216,4194304,6,0.383591,81.4670,8,gfx942:sramecc+:xnack-,j06u19,1778487696.037
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,6,0,16777216,4194304,7,0.382429,81.7145,8,gfx942:sramecc+:xnack-,j06u19,1778487696.037
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,6,0,16777216,4194304,8,0.383511,81.4840,8,gfx942:sramecc+:xnack-,j06u19,1778487696.037
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,6,0,16777216,4194304,9,0.381106,81.9982,8,gfx942:sramecc+:xnack-,j06u19,1778487696.037
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,6,0,16777216,4194304,10,0.382990,81.5948,8,gfx942:sramecc+:xnack-,j06u19,1778487696.037
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,6,0,16777216,4194304,11,0.381186,81.9810,8,gfx942:sramecc+:xnack-,j06u19,1778487696.037
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,6,0,16777216,4194304,12,0.383271,81.5350,8,gfx942:sramecc+:xnack-,j06u19,1778487696.037
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,6,0,16777216,4194304,13,0.380785,82.0673,8,gfx942:sramecc+:xnack-,j06u19,1778487696.037
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,6,0,16777216,4194304,14,0.382669,81.6633,8,gfx942:sramecc+:xnack-,j06u19,1778487696.037
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,6,0,16777216,4194304,15,0.383511,81.4840,8,gfx942:sramecc+:xnack-,j06u19,1778487696.037
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,6,0,16777216,4194304,16,0.383190,81.5522,8,gfx942:sramecc+:xnack-,j06u19,1778487696.037
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,6,0,16777216,4194304,17,0.381827,81.8433,8,gfx942:sramecc+:xnack-,j06u19,1778487696.037
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,6,0,16777216,4194304,18,0.382549,81.6889,8,gfx942:sramecc+:xnack-,j06u19,1778487696.037
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,6,0,16777216,4194304,19,0.380785,82.0673,8,gfx942:sramecc+:xnack-,j06u19,1778487696.037
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,6,0,16777216,4194304,20,0.384152,81.3480,8,gfx942:sramecc+:xnack-,j06u19,1778487696.037
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,6,0,16777216,4194304,21,0.381025,82.0156,8,gfx942:sramecc+:xnack-,j06u19,1778487696.037
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,6,0,16777216,4194304,22,0.383631,81.4585,8,gfx942:sramecc+:xnack-,j06u19,1778487696.037
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,6,0,16777216,4194304,23,0.381025,82.0156,8,gfx942:sramecc+:xnack-,j06u19,1778487696.037
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,6,0,16777216,4194304,24,0.382348,81.7318,8,gfx942:sramecc+:xnack-,j06u19,1778487696.037
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,6,1,16777216,4194304,0,0.384353,81.3055,8,gfx942:sramecc+:xnack-,j06u19,1778487696.101
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,6,1,16777216,4194304,1,0.382549,81.6889,8,gfx942:sramecc+:xnack-,j06u19,1778487696.101
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,6,1,16777216,4194304,2,0.377377,82.8084,8,gfx942:sramecc+:xnack-,j06u19,1778487696.101
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,6,1,16777216,4194304,3,0.381747,81.8605,8,gfx942:sramecc+:xnack-,j06u19,1778487696.101
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,6,1,16777216,4194304,4,0.382068,81.7917,8,gfx942:sramecc+:xnack-,j06u19,1778487696.101
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,6,1,16777216,4194304,5,0.381827,81.8433,8,gfx942:sramecc+:xnack-,j06u19,1778487696.101
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,6,1,16777216,4194304,6,0.382268,81.7489,8,gfx942:sramecc+:xnack-,j06u19,1778487696.101
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,6,1,16777216,4194304,7,0.381466,81.9208,8,gfx942:sramecc+:xnack-,j06u19,1778487696.101
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,6,1,16777216,4194304,8,0.382228,81.7575,8,gfx942:sramecc+:xnack-,j06u19,1778487696.101
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,6,1,16777216,4194304,9,0.380184,82.1970,8,gfx942:sramecc+:xnack-,j06u19,1778487696.101
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,6,1,16777216,4194304,10,0.382549,81.6889,8,gfx942:sramecc+:xnack-,j06u19,1778487696.101
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,6,1,16777216,4194304,11,0.381066,82.0068,8,gfx942:sramecc+:xnack-,j06u19,1778487696.101
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,6,1,16777216,4194304,12,0.382148,81.7746,8,gfx942:sramecc+:xnack-,j06u19,1778487696.101
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,6,1,16777216,4194304,13,0.381627,81.8862,8,gfx942:sramecc+:xnack-,j06u19,1778487696.101
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,6,1,16777216,4194304,14,0.382428,81.7147,8,gfx942:sramecc+:xnack-,j06u19,1778487696.101
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,6,1,16777216,4194304,15,0.381386,81.9380,8,gfx942:sramecc+:xnack-,j06u19,1778487696.101
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,6,1,16777216,4194304,16,0.382348,81.7318,8,gfx942:sramecc+:xnack-,j06u19,1778487696.101
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,6,1,16777216,4194304,17,0.381347,81.9464,8,gfx942:sramecc+:xnack-,j06u19,1778487696.101
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,6,1,16777216,4194304,18,0.382428,81.7147,8,gfx942:sramecc+:xnack-,j06u19,1778487696.101
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,6,1,16777216,4194304,19,0.380384,82.1538,8,gfx942:sramecc+:xnack-,j06u19,1778487696.101
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,6,1,16777216,4194304,20,0.383832,81.4158,8,gfx942:sramecc+:xnack-,j06u19,1778487696.101
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,6,1,16777216,4194304,21,0.381547,81.9034,8,gfx942:sramecc+:xnack-,j06u19,1778487696.101
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,6,1,16777216,4194304,22,0.381787,81.8519,8,gfx942:sramecc+:xnack-,j06u19,1778487696.101
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,6,1,16777216,4194304,23,0.385115,81.1446,8,gfx942:sramecc+:xnack-,j06u19,1778487696.101
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,6,1,16777216,4194304,24,0.383151,81.5605,8,gfx942:sramecc+:xnack-,j06u19,1778487696.101
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,6,2,16777216,4194304,0,0.385316,81.1023,8,gfx942:sramecc+:xnack-,j06u19,1778487696.163
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,6,2,16777216,4194304,1,0.381907,81.8262,8,gfx942:sramecc+:xnack-,j06u19,1778487696.163
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,6,2,16777216,4194304,2,0.380544,82.1193,8,gfx942:sramecc+:xnack-,j06u19,1778487696.163
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,6,2,16777216,4194304,3,0.384994,81.1701,8,gfx942:sramecc+:xnack-,j06u19,1778487696.163
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,6,2,16777216,4194304,4,0.380103,82.2146,8,gfx942:sramecc+:xnack-,j06u19,1778487696.163
