run_id,primitive_id,primitive_name,sem,scope,block_size,dtype,src_rank,dst_rank,buffer_bytes,n_elements,rep_idx,time_ms,bandwidth_gibps,world_size,gpu_arch,hostname,ts_unix
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,5,0,16777216,4194304,0,0.387400,80.6660,8,gfx942:sramecc+:xnack-,j06u19,1778487695.186
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,5,0,16777216,4194304,1,0.382870,81.6204,8,gfx942:sramecc+:xnack-,j06u19,1778487695.186
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,5,0,16777216,4194304,2,0.382188,81.7660,8,gfx942:sramecc+:xnack-,j06u19,1778487695.186
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,5,0,16777216,4194304,3,0.380505,82.1277,8,gfx942:sramecc+:xnack-,j06u19,1778487695.186
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,5,0,16777216,4194304,4,0.382790,81.6375,8,gfx942:sramecc+:xnack-,j06u19,1778487695.186
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,5,0,16777216,4194304,5,0.380464,82.1366,8,gfx942:sramecc+:xnack-,j06u19,1778487695.186
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,5,0,16777216,4194304,6,0.384313,81.3139,8,gfx942:sramecc+:xnack-,j06u19,1778487695.186
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,5,0,16777216,4194304,7,0.381426,81.9294,8,gfx942:sramecc+:xnack-,j06u19,1778487695.186
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,5,0,16777216,4194304,8,0.382027,81.8005,8,gfx942:sramecc+:xnack-,j06u19,1778487695.186
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,5,0,16777216,4194304,9,0.380144,82.2057,8,gfx942:sramecc+:xnack-,j06u19,1778487695.186
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,5,0,16777216,4194304,10,0.381547,81.9034,8,gfx942:sramecc+:xnack-,j06u19,1778487695.186
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,5,0,16777216,4194304,11,0.380143,82.2059,8,gfx942:sramecc+:xnack-,j06u19,1778487695.186
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,5,0,16777216,4194304,12,0.381066,82.0068,8,gfx942:sramecc+:xnack-,j06u19,1778487695.186
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,5,0,16777216,4194304,13,0.380584,82.1107,8,gfx942:sramecc+:xnack-,j06u19,1778487695.186
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,5,0,16777216,4194304,14,0.381507,81.9120,8,gfx942:sramecc+:xnack-,j06u19,1778487695.186
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,5,0,16777216,4194304,15,0.380384,82.1538,8,gfx942:sramecc+:xnack-,j06u19,1778487695.186
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,5,0,16777216,4194304,16,0.380705,82.0846,8,gfx942:sramecc+:xnack-,j06u19,1778487695.186
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,5,0,16777216,4194304,17,0.380865,82.0501,8,gfx942:sramecc+:xnack-,j06u19,1778487695.186
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,5,0,16777216,4194304,18,0.381747,81.8605,8,gfx942:sramecc+:xnack-,j06u19,1778487695.186
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,5,0,16777216,4194304,19,0.380985,82.0242,8,gfx942:sramecc+:xnack-,j06u19,1778487695.186
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,5,0,16777216,4194304,20,0.382027,81.8005,8,gfx942:sramecc+:xnack-,j06u19,1778487695.186
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,5,0,16777216,4194304,21,0.382268,81.7489,8,gfx942:sramecc+:xnack-,j06u19,1778487695.186
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,5,0,16777216,4194304,22,0.381947,81.8176,8,gfx942:sramecc+:xnack-,j06u19,1778487695.186
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,5,0,16777216,4194304,23,0.385396,81.0854,8,gfx942:sramecc+:xnack-,j06u19,1778487695.186
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,5,0,16777216,4194304,24,0.380906,82.0412,8,gfx942:sramecc+:xnack-,j06u19,1778487695.186
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,5,1,16777216,4194304,0,0.382829,81.6291,8,gfx942:sramecc+:xnack-,j06u19,1778487695.249
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,5,1,16777216,4194304,1,0.383952,81.3904,8,gfx942:sramecc+:xnack-,j06u19,1778487695.249
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,5,1,16777216,4194304,2,0.379542,82.3361,8,gfx942:sramecc+:xnack-,j06u19,1778487695.249
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,5,1,16777216,4194304,3,0.382268,81.7489,8,gfx942:sramecc+:xnack-,j06u19,1778487695.249
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,5,1,16777216,4194304,4,0.381947,81.8176,8,gfx942:sramecc+:xnack-,j06u19,1778487695.249
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,5,1,16777216,4194304,5,0.380063,82.2232,8,gfx942:sramecc+:xnack-,j06u19,1778487695.249
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,5,1,16777216,4194304,6,0.382389,81.7231,8,gfx942:sramecc+:xnack-,j06u19,1778487695.249
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,5,1,16777216,4194304,7,0.382308,81.7404,8,gfx942:sramecc+:xnack-,j06u19,1778487695.249
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,5,1,16777216,4194304,8,0.380143,82.2059,8,gfx942:sramecc+:xnack-,j06u19,1778487695.249
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,5,1,16777216,4194304,9,0.382348,81.7318,8,gfx942:sramecc+:xnack-,j06u19,1778487695.249
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,5,1,16777216,4194304,10,0.379422,82.3621,8,gfx942:sramecc+:xnack-,j06u19,1778487695.249
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,5,1,16777216,4194304,11,0.382028,81.8003,8,gfx942:sramecc+:xnack-,j06u19,1778487695.249
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,5,1,16777216,4194304,12,0.381988,81.8089,8,gfx942:sramecc+:xnack-,j06u19,1778487695.249
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,5,1,16777216,4194304,13,0.381427,81.9292,8,gfx942:sramecc+:xnack-,j06u19,1778487695.249
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,5,1,16777216,4194304,14,0.383310,81.5267,8,gfx942:sramecc+:xnack-,j06u19,1778487695.249
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,5,1,16777216,4194304,15,0.380304,82.1711,8,gfx942:sramecc+:xnack-,j06u19,1778487695.249
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,5,1,16777216,4194304,16,0.382869,81.6206,8,gfx942:sramecc+:xnack-,j06u19,1778487695.249
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,5,1,16777216,4194304,17,0.381948,81.8174,8,gfx942:sramecc+:xnack-,j06u19,1778487695.249
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,5,1,16777216,4194304,18,0.380143,82.2059,8,gfx942:sramecc+:xnack-,j06u19,1778487695.249
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,5,1,16777216,4194304,19,0.379822,82.2754,8,gfx942:sramecc+:xnack-,j06u19,1778487695.249
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,5,1,16777216,4194304,20,0.382709,81.6547,8,gfx942:sramecc+:xnack-,j06u19,1778487695.249
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,5,1,16777216,4194304,21,0.382108,81.7832,8,gfx942:sramecc+:xnack-,j06u19,1778487695.249
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,5,1,16777216,4194304,22,0.382669,81.6633,8,gfx942:sramecc+:xnack-,j06u19,1778487695.249
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,5,1,16777216,4194304,23,0.381827,81.8433,8,gfx942:sramecc+:xnack-,j06u19,1778487695.249
K-2306-1778487671-j06u19,J4,ATOMIC_MAX_RELEASE,release,cta,256,int32,5,1,16777216,4194304,24,0.381587,81.8948,8,gfx942:sramecc+:xnack-,j06u19,1778487695.249
