row_id,timestamp,gpu,dcc_mode,ordering,block,wgp,rep,mean_us,std_us,atomic_gops_s,tcc_dcc_hit,tcc_dcc_miss,tcp_tcc_atomic_req,sq_wait_proxy,status
1905,1778532411.8108518,gfx942,dcc_disabled,ACQ_REL,512,16,4,23.7538,1.8476,0.3449,0,0,8192,4988,ok
1906,1778532411.8117647,gfx942,dcc_disabled,ACQ_REL,512,16,5,24.2049,2.3027,0.3384,0,0,8192,5083,ok
1907,1778532411.8126924,gfx942,dcc_disabled,ACQ_REL,512,16,6,24.3773,3.8931,0.3361,0,0,8192,5119,ok
1908,1778532411.8136265,gfx942,dcc_disabled,ACQ_REL,512,16,7,23.9484,1.8370,0.3421,0,0,8192,5029,ok
1909,1778532411.81455,gfx942,dcc_disabled,ACQ_REL,512,16,8,23.7378,2.1361,0.3451,0,0,8192,4984,ok
1910,1778532411.8154583,gfx942,dcc_disabled,ACQ_REL,512,16,9,24.0064,1.5471,0.3412,0,0,8192,5041,ok
1911,1778532411.8163776,gfx942,dcc_disabled,ACQ_REL,512,16,10,23.8963,2.0629,0.3428,0,0,8192,5018,ok
1912,1778532411.817307,gfx942,dcc_disabled,ACQ_REL,512,16,11,24.5978,2.0654,0.3330,0,0,8192,5165,ok
1913,1778532411.8182404,gfx942,dcc_disabled,ACQ_REL,512,16,12,24.3172,1.3781,0.3369,0,0,8192,5106,ok
1914,1778532411.8191645,gfx942,dcc_disabled,ACQ_REL,512,16,13,24.1129,1.6644,0.3397,0,0,8192,5063,ok
1915,1778532411.8200839,gfx942,dcc_disabled,ACQ_REL,512,16,14,24.0045,2.8610,0.3413,0,0,8192,5040,ok
1916,1778532411.821003,gfx942,dcc_disabled,ACQ_REL,512,16,15,23.8021,2.8222,0.3442,0,0,8192,4998,ok
1917,1778532411.8219342,gfx942,dcc_disabled,ACQ_REL,512,16,16,23.5535,1.5618,0.3478,0,0,8192,4946,ok
1918,1778532411.822838,gfx942,dcc_disabled,ACQ_REL,512,16,17,23.7037,2.1783,0.3456,0,0,8192,4977,ok
1919,1778532411.823748,gfx942,dcc_disabled,ACQ_REL,512,16,18,24.1288,1.8314,0.3395,0,0,8192,5067,ok
1920,1778532411.8246531,gfx942,dcc_disabled,ACQ_REL,512,16,19,24.0605,1.8875,0.3405,0,0,8192,5052,ok
1921,1778532411.825564,gfx942,dcc_disabled,ACQ_REL,512,16,20,24.1549,2.0936,0.3391,0,0,8192,5072,ok
1922,1778532411.8264806,gfx942,dcc_disabled,ACQ_REL,512,16,21,23.9545,1.7766,0.3420,0,0,8192,5030,ok
1923,1778532411.8273933,gfx942,dcc_disabled,ACQ_REL,512,16,22,24.1729,2.1185,0.3389,0,0,8192,5076,ok
1924,1778532411.8283098,gfx942,dcc_disabled,ACQ_REL,512,16,23,24.0466,2.9261,0.3407,0,0,8192,5049,ok
1925,1778532411.8292043,gfx942,dcc_disabled,ACQ_REL,512,16,24,23.3609,1.2959,0.3507,0,0,8192,4905,ok
1926,1778532411.8301048,gfx942,dcc_disabled,ACQ_REL,512,32,0,23.8601,2.3273,0.6867,0,0,16384,5010,ok
1927,1778532411.8310192,gfx942,dcc_disabled,ACQ_REL,512,32,1,23.3570,1.7711,0.7015,0,0,16384,4904,ok
1928,1778532411.8319278,gfx942,dcc_disabled,ACQ_REL,512,32,2,23.5334,2.3474,0.6962,0,0,16384,4942,ok
1929,1778532411.8328447,gfx942,dcc_disabled,ACQ_REL,512,32,3,23.5134,2.3703,0.6968,0,0,16384,4937,ok
1930,1778532411.8337579,gfx942,dcc_disabled,ACQ_REL,512,32,4,23.3710,1.4590,0.7010,0,0,16384,4907,ok
1931,1778532411.8346624,gfx942,dcc_disabled,ACQ_REL,512,32,5,23.8641,2.1412,0.6866,0,0,16384,5011,ok
1932,1778532411.83558,gfx942,dcc_disabled,ACQ_REL,512,32,6,23.6116,2.0091,0.6939,0,0,16384,4958,ok
1933,1778532411.836483,gfx942,dcc_disabled,ACQ_REL,512,32,7,23.6940,1.6809,0.6915,0,0,16384,4975,ok
1934,1778532411.8373826,gfx942,dcc_disabled,ACQ_REL,512,32,8,23.7519,1.7247,0.6898,0,0,16384,4987,ok
1935,1778532411.8382936,gfx942,dcc_disabled,ACQ_REL,512,32,9,23.8683,1.2039,0.6864,0,0,16384,5012,ok
1936,1778532411.8392074,gfx942,dcc_disabled,ACQ_REL,512,32,10,23.4692,2.1030,0.6981,0,0,16384,4928,ok
1937,1778532411.8401146,gfx942,dcc_disabled,ACQ_REL,512,32,11,23.8821,2.8290,0.6860,0,0,16384,5015,ok
1938,1778532411.8410213,gfx942,dcc_disabled,ACQ_REL,512,32,12,24.0546,2.7327,0.6811,0,0,16384,5051,ok
1939,1778532411.8419511,gfx942,dcc_disabled,ACQ_REL,512,32,13,23.8323,2.0411,0.6875,0,0,16384,5004,ok
1940,1778532411.8428707,gfx942,dcc_disabled,ACQ_REL,512,32,14,24.4835,2.2032,0.6692,0,0,16384,5141,ok
1941,1778532411.843793,gfx942,dcc_disabled,ACQ_REL,512,32,15,24.3393,2.0232,0.6732,0,0,16384,5111,ok
1942,1778532411.844709,gfx942,dcc_disabled,ACQ_REL,512,32,16,24.1770,1.6093,0.6777,0,0,16384,5077,ok
1943,1778532411.845619,gfx942,dcc_disabled,ACQ_REL,512,32,17,24.4474,1.9904,0.6702,0,0,16384,5133,ok
1944,1778532411.8465357,gfx942,dcc_disabled,ACQ_REL,512,32,18,24.1668,1.7446,0.6780,0,0,16384,5075,ok
1945,1778532411.8474684,gfx942,dcc_disabled,ACQ_REL,512,32,19,24.6319,1.7290,0.6652,0,0,16384,5172,ok
1946,1778532411.8483965,gfx942,dcc_disabled,ACQ_REL,512,32,20,24.0247,2.9186,0.6820,0,0,16384,5045,ok
1947,1778532411.849309,gfx942,dcc_disabled,ACQ_REL,512,32,21,23.3671,1.6340,0.7012,0,0,16384,4907,ok
1948,1778532411.8502235,gfx942,dcc_disabled,ACQ_REL,512,32,22,24.1347,1.3268,0.6789,0,0,16384,5068,ok
1949,1778532411.8511434,gfx942,dcc_disabled,ACQ_REL,512,32,23,23.9583,2.5572,0.6839,0,0,16384,5031,ok
1950,1778532411.8520615,gfx942,dcc_disabled,ACQ_REL,512,32,24,23.6436,1.4433,0.6930,0,0,16384,4965,ok
1951,1778532411.852973,gfx942,dcc_disabled,ACQ_REL,512,64,0,24.0967,1.5500,1.3599,0,0,32768,5060,ok
1952,1778532411.8538907,gfx942,dcc_disabled,ACQ_REL,512,64,1,23.9221,2.5494,1.3698,0,0,32768,5023,ok
1953,1778532411.8547933,gfx942,dcc_disabled,ACQ_REL,512,64,2,24.3352,2.1939,1.3465,0,0,32768,5110,ok
1954,1778532411.8557048,gfx942,dcc_disabled,ACQ_REL,512,64,3,24.2972,1.8358,1.3486,0,0,32768,5102,ok
1955,1778532411.8566167,gfx942,dcc_disabled,ACQ_REL,512,64,4,23.9344,1.9311,1.3691,0,0,32768,5026,ok
1956,1778532411.8575184,gfx942,dcc_disabled,ACQ_REL,512,64,5,24.0303,1.8318,1.3636,0,0,32768,5046,ok
1957,1778532411.8584213,gfx942,dcc_disabled,ACQ_REL,512,64,6,23.9845,1.5690,1.3662,0,0,32768,5036,ok
1958,1778532411.8593373,gfx942,dcc_disabled,ACQ_REL,512,64,7,23.9403,1.5789,1.3687,0,0,32768,5027,ok
1959,1778532411.8602629,gfx942,dcc_disabled,ACQ_REL,512,64,8,23.9525,1.5180,1.3680,0,0,32768,5030,ok
1960,1778532411.8611882,gfx942,dcc_disabled,ACQ_REL,512,64,9,23.7319,1.0037,1.3808,0,0,32768,4983,ok
1961,1778532411.862111,gfx942,dcc_disabled,ACQ_REL,512,64,10,23.9844,1.6713,1.3662,0,0,32768,5036,ok
1962,1778532411.863042,gfx942,dcc_disabled,ACQ_REL,512,64,11,24.1066,1.6172,1.3593,0,0,32768,5062,ok
1963,1778532411.863966,gfx942,dcc_disabled,ACQ_REL,512,64,12,23.8302,2.0544,1.3751,0,0,32768,5004,ok
1964,1778532411.864893,gfx942,dcc_disabled,ACQ_REL,512,64,13,23.9805,2.4210,1.3664,0,0,32768,5035,ok
1965,1778532411.8658068,gfx942,dcc_disabled,ACQ_REL,512,64,14,23.9944,2.2450,1.3657,0,0,32768,5038,ok
1966,1778532411.8667173,gfx942,dcc_disabled,ACQ_REL,512,64,15,24.1347,2.5307,1.3577,0,0,32768,5068,ok
1967,1778532411.867632,gfx942,dcc_disabled,ACQ_REL,512,64,16,23.9205,2.0390,1.3699,0,0,32768,5023,ok
1968,1778532411.8685443,gfx942,dcc_disabled,ACQ_REL,512,64,17,24.2570,1.8176,1.3509,0,0,32768,5093,ok
1969,1778532411.8694685,gfx942,dcc_disabled,ACQ_REL,512,64,18,24.4595,1.9855,1.3397,0,0,32768,5136,ok
1970,1778532411.8703766,gfx942,dcc_disabled,ACQ_REL,512,64,19,23.6235,1.1482,1.3871,0,0,32768,4960,ok
1971,1778532411.8712823,gfx942,dcc_disabled,ACQ_REL,512,64,20,23.6778,1.2789,1.3839,0,0,32768,4972,ok
1972,1778532411.8721936,gfx942,dcc_disabled,ACQ_REL,512,64,21,23.8722,2.3173,1.3726,0,0,32768,5013,ok
1973,1778532411.8730955,gfx942,dcc_disabled,ACQ_REL,512,64,22,23.3691,2.8877,1.4022,0,0,32768,4907,ok
1974,1778532411.8740013,gfx942,dcc_disabled,ACQ_REL,512,64,23,23.6616,1.9244,1.3849,0,0,32768,4968,ok
1975,1778532411.874915,gfx942,dcc_disabled,ACQ_REL,512,64,24,23.6577,2.5516,1.3851,0,0,32768,4968,ok
1976,1778532411.8758118,gfx942,dcc_disabled,ACQ_REL,512,128,0,25.6883,2.1100,2.5512,0,0,65536,5394,ok
1977,1778532411.876727,gfx942,dcc_disabled,ACQ_REL,512,128,1,25.2413,1.6937,2.5964,0,0,65536,5300,ok
1978,1778532411.8776321,gfx942,dcc_disabled,ACQ_REL,512,128,2,25.6321,1.6104,2.5568,0,0,65536,5382,ok
1979,1778532411.8785405,gfx942,dcc_disabled,ACQ_REL,512,128,3,25.8548,1.7783,2.5348,0,0,65536,5429,ok
1980,1778532411.8794591,gfx942,dcc_disabled,ACQ_REL,512,128,4,25.5620,1.3154,2.5638,0,0,65536,5368,ok
1981,1778532411.8803608,gfx942,dcc_disabled,ACQ_REL,512,128,5,25.8184,1.3981,2.5383,0,0,65536,5421,ok
1982,1778532411.8812664,gfx942,dcc_disabled,ACQ_REL,512,128,6,25.4237,1.2874,2.5778,0,0,65536,5338,ok
1983,1778532411.8821635,gfx942,dcc_disabled,ACQ_REL,512,128,7,25.8709,1.3263,2.5332,0,0,65536,5432,ok
1984,1778532411.8830702,gfx942,dcc_disabled,ACQ_REL,512,128,8,25.5942,2.0956,2.5606,0,0,65536,5374,ok
1985,1778532411.8839865,gfx942,dcc_disabled,ACQ_REL,512,128,9,25.6240,1.2782,2.5576,0,0,65536,5381,ok
1986,1778532411.884892,gfx942,dcc_disabled,ACQ_REL,512,128,10,25.6023,1.9336,2.5598,0,0,65536,5376,ok
1987,1778532411.885799,gfx942,dcc_disabled,ACQ_REL,512,128,11,25.3435,2.0318,2.5859,0,0,65536,5322,ok
1988,1778532411.8867054,gfx942,dcc_disabled,ACQ_REL,512,128,12,25.6200,2.2188,2.5580,0,0,65536,5380,ok
1989,1778532411.8876138,gfx942,dcc_disabled,ACQ_REL,512,128,13,25.8526,1.8044,2.5350,0,0,65536,5429,ok
1990,1778532411.888537,gfx942,dcc_disabled,ACQ_REL,512,128,14,25.8867,1.4772,2.5316,0,0,65536,5436,ok
1991,1778532411.8894517,gfx942,dcc_disabled,ACQ_REL,512,128,15,25.6602,1.5670,2.5540,0,0,65536,5388,ok
1992,1778532411.8903673,gfx942,dcc_disabled,ACQ_REL,512,128,16,25.8808,1.3409,2.5322,0,0,65536,5434,ok
1993,1778532411.891281,gfx942,dcc_disabled,ACQ_REL,512,128,17,25.1630,1.6755,2.6045,0,0,65536,5284,ok
1994,1778532411.8922024,gfx942,dcc_disabled,ACQ_REL,512,128,18,25.4597,1.9153,2.5741,0,0,65536,5346,ok
1995,1778532411.8931286,gfx942,dcc_disabled,ACQ_REL,512,128,19,25.5839,2.4215,2.5616,0,0,65536,5372,ok
1996,1778532411.8940485,gfx942,dcc_disabled,ACQ_REL,512,128,20,25.2692,1.7040,2.5935,0,0,65536,5306,ok
1997,1778532411.8949637,gfx942,dcc_disabled,ACQ_REL,512,128,21,25.5660,1.5680,2.5634,0,0,65536,5368,ok
1998,1778532411.895887,gfx942,dcc_disabled,ACQ_REL,512,128,22,25.5520,3.2645,2.5648,0,0,65536,5365,ok
1999,1778532411.8968158,gfx942,dcc_disabled,ACQ_REL,512,128,23,25.5759,1.9543,2.5624,0,0,65536,5370,ok
2000,1778532411.897727,gfx942,dcc_disabled,ACQ_REL,512,128,24,25.5040,1.7392,2.5696,0,0,65536,5355,ok
2001,1778532411.8986773,gfx942,dcc_disabled,ACQ_REL,1024,16,0,25.2834,3.0562,0.6480,0,0,16384,5309,ok
2002,1778532411.936264,gfx942,dcc_disabled,ACQ_REL,1024,16,1,24.9689,3.3477,0.6562,0,0,16384,5243,ok
2003,1778532411.937296,gfx942,dcc_disabled,ACQ_REL,1024,16,2,24.2450,2.4666,0.6758,0,0,16384,5091,ok
2004,1778532411.9382427,gfx942,dcc_disabled,ACQ_REL,1024,16,3,24.1047,2.6554,0.6797,0,0,16384,5061,ok
2005,1778532411.939164,gfx942,dcc_disabled,ACQ_REL,1024,16,4,24.1748,1.7533,0.6777,0,0,16384,5076,ok
2006,1778532411.9400792,gfx942,dcc_disabled,ACQ_REL,1024,16,5,23.8982,1.8888,0.6856,0,0,16384,5018,ok
2007,1778532411.9410007,gfx942,dcc_disabled,ACQ_REL,1024,16,6,24.2108,2.5776,0.6767,0,0,16384,5084,ok
2008,1778532411.9419165,gfx942,dcc_disabled,ACQ_REL,1024,16,7,23.3769,2.1504,0.7009,0,0,16384,4909,ok
2009,1778532411.942822,gfx942,dcc_disabled,ACQ_REL,1024,16,8,24.1589,1.8288,0.6782,0,0,16384,5073,ok
2010,1778532411.943732,gfx942,dcc_disabled,ACQ_REL,1024,16,9,24.0124,1.7411,0.6823,0,0,16384,5042,ok
2011,1778532411.9446414,gfx942,dcc_disabled,ACQ_REL,1024,16,10,23.8421,2.0022,0.6872,0,0,16384,5006,ok
2012,1778532411.945558,gfx942,dcc_disabled,ACQ_REL,1024,16,11,24.5137,1.9020,0.6684,0,0,16384,5147,ok
2013,1778532411.946482,gfx942,dcc_disabled,ACQ_REL,1024,16,12,25.2613,7.3217,0.6486,0,0,16384,5304,ok
2014,1778532411.9474232,gfx942,dcc_disabled,ACQ_REL,1024,16,13,24.4835,2.2863,0.6692,0,0,16384,5141,ok
2015,1778532411.948345,gfx942,dcc_disabled,ACQ_REL,1024,16,14,25.2414,3.0932,0.6491,0,0,16384,5300,ok
2016,1778532411.9492953,gfx942,dcc_disabled,ACQ_REL,1024,16,15,24.9666,2.4185,0.6562,0,0,16384,5242,ok
2017,1778532411.9502285,gfx942,dcc_disabled,ACQ_REL,1024,16,16,23.7159,2.1639,0.6908,0,0,16384,4980,ok
2018,1778532411.9511313,gfx942,dcc_disabled,ACQ_REL,1024,16,17,24.6500,2.3380,0.6647,0,0,16384,5176,ok
2019,1778532411.952064,gfx942,dcc_disabled,ACQ_REL,1024,16,18,24.1007,2.2874,0.6798,0,0,16384,5061,ok
2020,1778532411.9529867,gfx942,dcc_disabled,ACQ_REL,1024,16,19,23.9423,2.2661,0.6843,0,0,16384,5027,ok
2021,1778532411.953902,gfx942,dcc_disabled,ACQ_REL,1024,16,20,24.2970,3.1456,0.6743,0,0,16384,5102,ok
2022,1778532411.954824,gfx942,dcc_disabled,ACQ_REL,1024,16,21,24.0527,2.3937,0.6812,0,0,16384,5051,ok
2023,1778532411.9557447,gfx942,dcc_disabled,ACQ_REL,1024,16,22,24.2932,2.2636,0.6744,0,0,16384,5101,ok
2024,1778532411.9566727,gfx942,dcc_disabled,ACQ_REL,1024,16,23,23.8021,1.5436,0.6883,0,0,16384,4998,ok
2025,1778532411.9575813,gfx942,dcc_disabled,ACQ_REL,1024,16,24,23.9043,1.6910,0.6854,0,0,16384,5019,ok
2026,1778532411.9585028,gfx942,dcc_disabled,ACQ_REL,1024,32,0,24.2031,1.9696,1.3539,0,0,32768,5082,ok
2027,1778532411.9594269,gfx942,dcc_disabled,ACQ_REL,1024,32,1,23.6920,1.6132,1.3831,0,0,32768,4975,ok
2028,1778532411.9603434,gfx942,dcc_disabled,ACQ_REL,1024,32,2,23.8421,1.8243,1.3744,0,0,32768,5006,ok
2029,1778532411.961262,gfx942,dcc_disabled,ACQ_REL,1024,32,3,23.2991,2.8696,1.4064,0,0,32768,4892,ok
2030,1778532411.9621637,gfx942,dcc_disabled,ACQ_REL,1024,32,4,23.8281,2.0723,1.3752,0,0,32768,5003,ok
2031,1778532411.9630697,gfx942,dcc_disabled,ACQ_REL,1024,32,5,23.1144,1.9013,1.4176,0,0,32768,4854,ok
2032,1778532411.9639764,gfx942,dcc_disabled,ACQ_REL,1024,32,6,23.9383,1.9571,1.3689,0,0,32768,5027,ok
2033,1778532411.964881,gfx942,dcc_disabled,ACQ_REL,1024,32,7,23.6736,2.3161,1.3842,0,0,32768,4971,ok
2034,1778532411.9657807,gfx942,dcc_disabled,ACQ_REL,1024,32,8,23.7617,1.5814,1.3790,0,0,32768,4989,ok
2035,1778532411.9666986,gfx942,dcc_disabled,ACQ_REL,1024,32,9,23.4072,1.4393,1.3999,0,0,32768,4915,ok
2036,1778532411.9676046,gfx942,dcc_disabled,ACQ_REL,1024,32,10,23.9745,2.0161,1.3668,0,0,32768,5034,ok
2037,1778532411.9685256,gfx942,dcc_disabled,ACQ_REL,1024,32,11,23.7800,1.5171,1.3780,0,0,32768,4993,ok
2038,1778532411.96944,gfx942,dcc_disabled,ACQ_REL,1024,32,12,23.6597,1.2465,1.3850,0,0,32768,4968,ok
2039,1778532411.9703484,gfx942,dcc_disabled,ACQ_REL,1024,32,13,24.4154,2.3344,1.3421,0,0,32768,5127,ok
2040,1778532411.971268,gfx942,dcc_disabled,ACQ_REL,1024,32,14,23.8400,1.8427,1.3745,0,0,32768,5006,ok
2041,1778532411.9721847,gfx942,dcc_disabled,ACQ_REL,1024,32,15,23.4712,1.9322,1.3961,0,0,32768,4928,ok
2042,1778532411.973103,gfx942,dcc_disabled,ACQ_REL,1024,32,16,23.2849,2.3183,1.4073,0,0,32768,4889,ok
2043,1778532411.9740105,gfx942,dcc_disabled,ACQ_REL,1024,32,17,23.7299,1.9290,1.3809,0,0,32768,4983,ok
2044,1778532411.9749365,gfx942,dcc_disabled,ACQ_REL,1024,32,18,24.0884,1.6325,1.3603,0,0,32768,5058,ok
2045,1778532411.9758635,gfx942,dcc_disabled,ACQ_REL,1024,32,19,23.9684,2.2860,1.3671,0,0,32768,5033,ok
2046,1778532411.9767725,gfx942,dcc_disabled,ACQ_REL,1024,32,20,24.1108,1.8679,1.3591,0,0,32768,5063,ok
2047,1778532411.97768,gfx942,dcc_disabled,ACQ_REL,1024,32,21,24.0927,1.7936,1.3601,0,0,32768,5059,ok
2048,1778532411.9785993,gfx942,dcc_disabled,ACQ_REL,1024,32,22,24.4936,1.6038,1.3378,0,0,32768,5143,ok
2049,1778532411.9795263,gfx942,dcc_disabled,ACQ_REL,1024,32,23,24.7222,1.6789,1.3254,0,0,32768,5191,ok
2050,1778532411.9804473,gfx942,dcc_disabled,ACQ_REL,1024,32,24,23.6878,2.4814,1.3833,0,0,32768,4974,ok
2051,1778532411.9813552,gfx942,dcc_disabled,ACQ_REL,1024,64,0,23.5997,1.7999,2.7770,0,0,65536,4955,ok
2052,1778532411.9822574,gfx942,dcc_disabled,ACQ_REL,1024,64,1,23.1205,1.7962,2.8345,0,0,65536,4855,ok
2053,1778532411.9831514,gfx942,dcc_disabled,ACQ_REL,1024,64,2,23.6336,2.1122,2.7730,0,0,65536,4963,ok
2054,1778532411.9840505,gfx942,dcc_disabled,ACQ_REL,1024,64,3,24.1347,1.9243,2.7154,0,0,65536,5068,ok
2055,1778532411.9849668,gfx942,dcc_disabled,ACQ_REL,1024,64,4,23.8339,1.8717,2.7497,0,0,65536,5005,ok
2056,1778532411.9858782,gfx942,dcc_disabled,ACQ_REL,1024,64,5,24.0966,2.2625,2.7197,0,0,65536,5060,ok
2057,1778532411.9867876,gfx942,dcc_disabled,ACQ_REL,1024,64,6,23.8702,1.7364,2.7455,0,0,65536,5012,ok
2058,1778532411.9876919,gfx942,dcc_disabled,ACQ_REL,1024,64,7,24.0245,2.0937,2.7279,0,0,65536,5045,ok
2059,1778532411.9885993,gfx942,dcc_disabled,ACQ_REL,1024,64,8,24.0185,1.4607,2.7286,0,0,65536,5043,ok
2060,1778532411.9895084,gfx942,dcc_disabled,ACQ_REL,1024,64,9,23.4173,1.7136,2.7986,0,0,65536,4917,ok
2061,1778532411.9904094,gfx942,dcc_disabled,ACQ_REL,1024,64,10,24.3554,2.1059,2.6908,0,0,65536,5114,ok
2062,1778532411.9913166,gfx942,dcc_disabled,ACQ_REL,1024,64,11,23.9042,2.0075,2.7416,0,0,65536,5019,ok
2063,1778532411.9922228,gfx942,dcc_disabled,ACQ_REL,1024,64,12,23.9682,2.1036,2.7343,0,0,65536,5033,ok
2064,1778532411.9931295,gfx942,dcc_disabled,ACQ_REL,1024,64,13,23.4752,2.5577,2.7917,0,0,65536,4929,ok
2065,1778532411.9940314,gfx942,dcc_disabled,ACQ_REL,1024,64,14,23.7480,1.4137,2.7596,0,0,65536,4987,ok
2066,1778532411.9949327,gfx942,dcc_disabled,ACQ_REL,1024,64,15,23.8139,1.5766,2.7520,0,0,65536,5000,ok
2067,1778532411.995838,gfx942,dcc_disabled,ACQ_REL,1024,64,16,23.4973,1.7011,2.7891,0,0,65536,4934,ok
2068,1778532411.9967422,gfx942,dcc_disabled,ACQ_REL,1024,64,17,24.1787,1.7984,2.7105,0,0,65536,5077,ok
2069,1778532411.997667,gfx942,dcc_disabled,ACQ_REL,1024,64,18,23.9402,2.0268,2.7375,0,0,65536,5027,ok
2070,1778532411.9985805,gfx942,dcc_disabled,ACQ_REL,1024,64,19,23.9986,1.5549,2.7308,0,0,65536,5039,ok
2071,1778532411.9994886,gfx942,dcc_disabled,ACQ_REL,1024,64,20,23.9222,2.3016,2.7396,0,0,65536,5023,ok
2072,1778532412.0004075,gfx942,dcc_disabled,ACQ_REL,1024,64,21,23.8740,1.4977,2.7451,0,0,65536,5013,ok
2073,1778532412.0013263,gfx942,dcc_disabled,ACQ_REL,1024,64,22,24.0907,2.2990,2.7204,0,0,65536,5059,ok
2074,1778532412.0022545,gfx942,dcc_disabled,ACQ_REL,1024,64,23,23.7641,2.2060,2.7578,0,0,65536,4990,ok
2075,1778532412.003172,gfx942,dcc_disabled,ACQ_REL,1024,64,24,23.8320,1.7493,2.7499,0,0,65536,5004,ok
2076,1778532412.0040867,gfx942,dcc_disabled,ACQ_REL,1024,128,0,25.6783,1.2926,5.1044,0,0,131072,5392,ok
2077,1778532412.005002,gfx942,dcc_disabled,ACQ_REL,1024,128,1,25.6722,2.4695,5.1056,0,0,131072,5391,ok
2078,1778532412.0059085,gfx942,dcc_disabled,ACQ_REL,1024,128,2,26.2878,1.9045,4.9860,0,0,131072,5520,ok
2079,1778532412.0068343,gfx942,dcc_disabled,ACQ_REL,1024,128,3,26.0511,1.7258,5.0313,0,0,131072,5470,ok
2080,1778532412.0077631,gfx942,dcc_disabled,ACQ_REL,1024,128,4,26.1072,1.8813,5.0205,0,0,131072,5482,ok
2081,1778532412.00871,gfx942,dcc_disabled,ACQ_REL,1024,128,5,25.7866,1.6797,5.0830,0,0,131072,5415,ok
2082,1778532412.0096395,gfx942,dcc_disabled,ACQ_REL,1024,128,6,25.8266,1.2731,5.0751,0,0,131072,5423,ok
2083,1778532412.0105555,gfx942,dcc_disabled,ACQ_REL,1024,128,7,25.4478,0.9665,5.1506,0,0,131072,5344,ok
2084,1778532412.0114508,gfx942,dcc_disabled,ACQ_REL,1024,128,8,25.9089,1.7824,5.0589,0,0,131072,5440,ok
2085,1778532412.0123696,gfx942,dcc_disabled,ACQ_REL,1024,128,9,25.5158,1.4650,5.1369,0,0,131072,5358,ok
2086,1778532412.0132797,gfx942,dcc_disabled,ACQ_REL,1024,128,10,25.3035,1.5009,5.1800,0,0,131072,5313,ok
2087,1778532412.0141926,gfx942,dcc_disabled,ACQ_REL,1024,128,11,25.9147,2.1475,5.0578,0,0,131072,5442,ok
2088,1778532412.0151167,gfx942,dcc_disabled,ACQ_REL,1024,128,12,25.7002,2.1561,5.1000,0,0,131072,5397,ok
2089,1778532412.0160258,gfx942,dcc_disabled,ACQ_REL,1024,128,13,25.3737,2.7257,5.1657,0,0,131072,5328,ok
2090,1778532412.016934,gfx942,dcc_disabled,ACQ_REL,1024,128,14,25.9630,1.3979,5.0484,0,0,131072,5452,ok
2091,1778532412.0178568,gfx942,dcc_disabled,ACQ_REL,1024,128,15,26.1131,1.5445,5.0194,0,0,131072,5483,ok
2092,1778532412.0187688,gfx942,dcc_disabled,ACQ_REL,1024,128,16,26.1653,1.6939,5.0094,0,0,131072,5494,ok
2093,1778532412.019702,gfx942,dcc_disabled,ACQ_REL,1024,128,17,25.8785,1.5084,5.0649,0,0,131072,5434,ok
2094,1778532412.0206313,gfx942,dcc_disabled,ACQ_REL,1024,128,18,26.3558,1.6191,4.9732,0,0,131072,5534,ok
2095,1778532412.021564,gfx942,dcc_disabled,ACQ_REL,1024,128,19,25.6603,1.1580,5.1080,0,0,131072,5388,ok
2096,1778532412.0224886,gfx942,dcc_disabled,ACQ_REL,1024,128,20,25.4799,1.6011,5.1441,0,0,131072,5350,ok
2097,1778532412.0234013,gfx942,dcc_disabled,ACQ_REL,1024,128,21,25.6041,2.3760,5.1192,0,0,131072,5376,ok
2098,1778532412.0243204,gfx942,dcc_disabled,ACQ_REL,1024,128,22,25.2231,1.9480,5.1965,0,0,131072,5296,ok
2099,1778532412.02522,gfx942,dcc_disabled,ACQ_REL,1024,128,23,25.7606,1.5974,5.0881,0,0,131072,5409,ok
2100,1778532412.0261378,gfx942,dcc_disabled,ACQ_REL,1024,128,24,25.6662,2.5963,5.1068,0,0,131072,5389,ok
2101,1778532412.0270584,gfx942,dcc_disabled,ACQ_REL,2048,16,0,25.2571,3.5337,1.2974,0,0,32768,5304,ok
2102,1778532412.0703669,gfx942,dcc_disabled,ACQ_REL,2048,16,1,24.1789,2.6758,1.3552,0,0,32768,5077,ok
2103,1778532412.0713837,gfx942,dcc_disabled,ACQ_REL,2048,16,2,23.6234,2.2536,1.3871,0,0,32768,4960,ok
2104,1778532412.0723217,gfx942,dcc_disabled,ACQ_REL,2048,16,3,23.4875,2.5531,1.3951,0,0,32768,4932,ok
2105,1778532412.0732393,gfx942,dcc_disabled,ACQ_REL,2048,16,4,23.5696,2.0874,1.3903,0,0,32768,4949,ok
2106,1778532412.0741444,gfx942,dcc_disabled,ACQ_REL,2048,16,5,23.3870,1.4295,1.4011,0,0,32768,4911,ok
2107,1778532412.075046,gfx942,dcc_disabled,ACQ_REL,2048,16,6,23.6918,1.4978,1.3831,0,0,32768,4975,ok
2108,1778532412.0759547,gfx942,dcc_disabled,ACQ_REL,2048,16,7,23.4972,1.4570,1.3946,0,0,32768,4934,ok
2109,1778532412.0768738,gfx942,dcc_disabled,ACQ_REL,2048,16,8,23.3469,1.5765,1.4035,0,0,32768,4902,ok
2110,1778532412.0778022,gfx942,dcc_disabled,ACQ_REL,2048,16,9,26.1092,8.1612,1.2550,0,0,32768,5482,ok
