corpus_version,focal,interferer,K,N_PROD,N_OPS,rep,us,gpu_arch,node,ts_utc,timer
v45,P3,P,4,4,32,41,49.2320,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,42,51.2360,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,43,62.6220,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,44,48.8710,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,45,47.4280,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,46,50.7950,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,47,48.5100,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,48,48.3900,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,49,49.1920,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,50,47.6680,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,51,49.0710,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,52,48.2290,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,53,48.7110,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,54,49.0720,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,55,48.4700,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,56,48.7100,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,57,48.3090,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,58,48.6710,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,59,48.0690,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,60,49.5520,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,61,47.7080,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,62,49.5930,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,63,52.7600,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,64,48.9110,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,65,48.5910,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,66,47.5480,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,67,47.1870,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,68,47.6680,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,69,50.3540,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,70,48.8310,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,71,48.7910,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,72,45.5440,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,73,48.8710,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,74,48.8310,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,75,47.3470,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,76,48.8310,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,77,49.3520,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,78,48.6700,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,79,47.9490,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,80,51.6770,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,81,48.3900,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,82,49.1120,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,83,48.0690,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,84,48.7910,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,85,48.4300,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,86,49.3520,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,87,48.1490,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,88,48.6300,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,89,43.6590,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,90,48.1090,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,91,49.6730,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,92,48.8710,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,93,47.1070,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,94,48.2300,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,95,48.5900,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,96,48.1490,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,97,47.7480,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,98,49.5120,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,99,47.5480,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,100,48.8310,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,101,48.4700,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,102,48.4700,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,103,49.1520,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,104,48.3900,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,105,48.9110,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,106,48.0290,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,107,49.0710,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,108,47.9490,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,109,49.1120,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,110,48.9110,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,111,49.1120,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,112,47.9490,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,113,48.4300,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,114,53.8020,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,115,47.2270,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,116,48.2700,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,117,49.1110,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,118,48.6310,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,119,49.5120,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,120,48.9910,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,121,48.1900,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,122,49.3930,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,123,51.3570,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,124,49.6330,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,125,48.1490,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,126,49.2310,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,127,48.5900,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,128,47.7890,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,129,50.4340,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,130,48.6710,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,131,48.5900,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,132,48.0290,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,133,47.5080,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,134,48.0690,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,135,47.1480,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,136,53.6420,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,137,47.4680,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,138,48.7510,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,139,48.0690,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,140,48.4300,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,141,50.0730,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,142,48.7910,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,143,48.8310,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,144,50.0740,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,145,50.0330,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,146,50.0330,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,147,47.0670,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,148,49.4320,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,149,49.1110,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,150,48.2300,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,151,48.5900,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,152,48.2690,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,153,48.4700,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,154,48.5100,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,155,47.7490,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,156,48.1090,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,157,48.6310,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,158,47.6680,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,159,48.7110,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,160,47.7880,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,161,48.3500,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,162,46.7860,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,163,48.5910,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,164,48.8710,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,165,48.3500,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,166,48.7100,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,167,49.7120,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,168,47.5880,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,169,49.3120,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,170,51.5970,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,171,49.0310,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,172,48.9920,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,173,47.7490,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,174,48.7910,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,175,50.1140,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,176,48.7910,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,177,48.7510,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,178,49.1520,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,179,50.7150,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,180,49.5130,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,181,49.5520,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,182,51.9580,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,183,49.1110,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,184,48.8710,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,185,48.5900,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,186,49.0320,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,187,48.3900,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,188,47.1070,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,189,48.8310,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,190,48.3500,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,191,49.9130,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,192,50.5150,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,193,51.0760,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,194,47.8280,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,195,49.3120,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,196,49.0720,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,197,49.1520,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,198,48.7110,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,P,4,4,32,199,49.3920,gfx942,b21u01,2026-05-11T07:06:37.622006+00:00,cuda_event
v45,P3,G,4,4,32,0,57.4510,gfx942,b21u01,2026-05-11T07:06:37.718152+00:00,cuda_event
v45,P3,G,4,4,32,1,49.3920,gfx942,b21u01,2026-05-11T07:06:37.718152+00:00,cuda_event
v45,P3,G,4,4,32,2,48.1490,gfx942,b21u01,2026-05-11T07:06:37.718152+00:00,cuda_event
v45,P3,G,4,4,32,3,49.1520,gfx942,b21u01,2026-05-11T07:06:37.718152+00:00,cuda_event
v45,P3,G,4,4,32,4,48.6310,gfx942,b21u01,2026-05-11T07:06:37.718152+00:00,cuda_event
v45,P3,G,4,4,32,5,48.0290,gfx942,b21u01,2026-05-11T07:06:37.718152+00:00,cuda_event
v45,P3,G,4,4,32,6,49.7930,gfx942,b21u01,2026-05-11T07:06:37.718152+00:00,cuda_event
v45,P3,G,4,4,32,7,50.1940,gfx942,b21u01,2026-05-11T07:06:37.718152+00:00,cuda_event
v45,P3,G,4,4,32,8,48.5100,gfx942,b21u01,2026-05-11T07:06:37.718152+00:00,cuda_event
v45,P3,G,4,4,32,9,50.4340,gfx942,b21u01,2026-05-11T07:06:37.718152+00:00,cuda_event
v45,P3,G,4,4,32,10,48.5910,gfx942,b21u01,2026-05-11T07:06:37.718152+00:00,cuda_event
v45,P3,G,4,4,32,11,49.2720,gfx942,b21u01,2026-05-11T07:06:37.718152+00:00,cuda_event
v45,P3,G,4,4,32,12,48.9910,gfx942,b21u01,2026-05-11T07:06:37.718152+00:00,cuda_event
v45,P3,G,4,4,32,13,51.3960,gfx942,b21u01,2026-05-11T07:06:37.718152+00:00,cuda_event
v45,P3,G,4,4,32,14,47.5480,gfx942,b21u01,2026-05-11T07:06:37.718152+00:00,cuda_event
v45,P3,G,4,4,32,15,48.9910,gfx942,b21u01,2026-05-11T07:06:37.718152+00:00,cuda_event
v45,P3,G,4,4,32,16,47.9890,gfx942,b21u01,2026-05-11T07:06:37.718152+00:00,cuda_event
v45,P3,G,4,4,32,17,48.5900,gfx942,b21u01,2026-05-11T07:06:37.718152+00:00,cuda_event
v45,P3,G,4,4,32,18,48.9120,gfx942,b21u01,2026-05-11T07:06:37.718152+00:00,cuda_event
v45,P3,G,4,4,32,19,48.8310,gfx942,b21u01,2026-05-11T07:06:37.718152+00:00,cuda_event
v45,P3,G,4,4,32,20,46.7860,gfx942,b21u01,2026-05-11T07:06:37.718152+00:00,cuda_event
v45,P3,G,4,4,32,21,49.4720,gfx942,b21u01,2026-05-11T07:06:37.718152+00:00,cuda_event
v45,P3,G,4,4,32,22,49.7530,gfx942,b21u01,2026-05-11T07:06:37.718152+00:00,cuda_event
v45,P3,G,4,4,32,23,48.5100,gfx942,b21u01,2026-05-11T07:06:37.718152+00:00,cuda_event
v45,P3,G,4,4,32,24,49.0320,gfx942,b21u01,2026-05-11T07:06:37.718152+00:00,cuda_event
v45,P3,G,4,4,32,25,48.7500,gfx942,b21u01,2026-05-11T07:06:37.718152+00:00,cuda_event
v45,P3,G,4,4,32,26,48.3100,gfx942,b21u01,2026-05-11T07:06:37.718152+00:00,cuda_event
v45,P3,G,4,4,32,27,50.4350,gfx942,b21u01,2026-05-11T07:06:37.718152+00:00,cuda_event
v45,P3,G,4,4,32,28,48.0690,gfx942,b21u01,2026-05-11T07:06:37.718152+00:00,cuda_event
v45,P3,G,4,4,32,29,49.1920,gfx942,b21u01,2026-05-11T07:06:37.718152+00:00,cuda_event
v45,P3,G,4,4,32,30,48.2300,gfx942,b21u01,2026-05-11T07:06:37.718152+00:00,cuda_event
v45,P3,G,4,4,32,31,47.5080,gfx942,b21u01,2026-05-11T07:06:37.718152+00:00,cuda_event
v45,P3,G,4,4,32,32,48.3090,gfx942,b21u01,2026-05-11T07:06:37.718152+00:00,cuda_event
v45,P3,G,4,4,32,33,50.1940,gfx942,b21u01,2026-05-11T07:06:37.718152+00:00,cuda_event
v45,P3,G,4,4,32,34,48.0290,gfx942,b21u01,2026-05-11T07:06:37.718152+00:00,cuda_event
v45,P3,G,4,4,32,35,49.7130,gfx942,b21u01,2026-05-11T07:06:37.718152+00:00,cuda_event
v45,P3,G,4,4,32,36,48.3100,gfx942,b21u01,2026-05-11T07:06:37.718152+00:00,cuda_event
v45,P3,G,4,4,32,37,49.3120,gfx942,b21u01,2026-05-11T07:06:37.718152+00:00,cuda_event
v45,P3,G,4,4,32,38,48.2690,gfx942,b21u01,2026-05-11T07:06:37.718152+00:00,cuda_event
v45,P3,G,4,4,32,39,50.4740,gfx942,b21u01,2026-05-11T07:06:37.718152+00:00,cuda_event
v45,P3,G,4,4,32,40,47.0670,gfx942,b21u01,2026-05-11T07:06:37.718152+00:00,cuda_event
v45,P3,G,4,4,32,41,48.3900,gfx942,b21u01,2026-05-11T07:06:37.718152+00:00,cuda_event
v45,P3,G,4,4,32,42,48.9110,gfx942,b21u01,2026-05-11T07:06:37.718152+00:00,cuda_event
v45,P3,G,4,4,32,43,50.1940,gfx942,b21u01,2026-05-11T07:06:37.718152+00:00,cuda_event
v45,P3,G,4,4,32,44,49.3520,gfx942,b21u01,2026-05-11T07:06:37.718152+00:00,cuda_event
v45,P3,G,4,4,32,45,49.4320,gfx942,b21u01,2026-05-11T07:06:37.718152+00:00,cuda_event
v45,P3,G,4,4,32,46,48.2300,gfx942,b21u01,2026-05-11T07:06:37.718152+00:00,cuda_event
v45,P3,G,4,4,32,47,49.3520,gfx942,b21u01,2026-05-11T07:06:37.718152+00:00,cuda_event
v45,P3,G,4,4,32,48,50.1540,gfx942,b21u01,2026-05-11T07:06:37.718152+00:00,cuda_event
v45,P3,G,4,4,32,49,48.5100,gfx942,b21u01,2026-05-11T07:06:37.718152+00:00,cuda_event
v45,P3,G,4,4,32,50,48.4700,gfx942,b21u01,2026-05-11T07:06:37.718152+00:00,cuda_event
v45,P3,G,4,4,32,51,48.1500,gfx942,b21u01,2026-05-11T07:06:37.718152+00:00,cuda_event
v45,P3,G,4,4,32,52,48.4300,gfx942,b21u01,2026-05-11T07:06:37.718152+00:00,cuda_event
v45,P3,G,4,4,32,53,48.1490,gfx942,b21u01,2026-05-11T07:06:37.718152+00:00,cuda_event
v45,P3,G,4,4,32,54,47.7890,gfx942,b21u01,2026-05-11T07:06:37.718152+00:00,cuda_event
v45,P3,G,4,4,32,55,49.9930,gfx942,b21u01,2026-05-11T07:06:37.718152+00:00,cuda_event
v45,P3,G,4,4,32,56,47.2670,gfx942,b21u01,2026-05-11T07:06:37.718152+00:00,cuda_event
v45,P3,G,4,4,32,57,48.4700,gfx942,b21u01,2026-05-11T07:06:37.718152+00:00,cuda_event
v45,P3,G,4,4,32,58,48.3500,gfx942,b21u01,2026-05-11T07:06:37.718152+00:00,cuda_event
v45,P3,G,4,4,32,59,49.1110,gfx942,b21u01,2026-05-11T07:06:37.718152+00:00,cuda_event
v45,P3,G,4,4,32,60,48.8710,gfx942,b21u01,2026-05-11T07:06:37.718152+00:00,cuda_event
v45,P3,G,4,4,32,61,49.7940,gfx942,b21u01,2026-05-11T07:06:37.718152+00:00,cuda_event
v45,P3,G,4,4,32,62,49.0720,gfx942,b21u01,2026-05-11T07:06:37.718152+00:00,cuda_event
v45,P3,G,4,4,32,63,50.2740,gfx942,b21u01,2026-05-11T07:06:37.718152+00:00,cuda_event
v45,P3,G,4,4,32,64,46.5460,gfx942,b21u01,2026-05-11T07:06:37.718152+00:00,cuda_event
v45,P3,G,4,4,32,65,48.5100,gfx942,b21u01,2026-05-11T07:06:37.718152+00:00,cuda_event
v45,P3,G,4,4,32,66,49.8330,gfx942,b21u01,2026-05-11T07:06:37.718152+00:00,cuda_event
v45,P3,G,4,4,32,67,48.6700,gfx942,b21u01,2026-05-11T07:06:37.718152+00:00,cuda_event
v45,P3,G,4,4,32,68,48.6310,gfx942,b21u01,2026-05-11T07:06:37.718152+00:00,cuda_event
v45,P3,G,4,4,32,69,48.8310,gfx942,b21u01,2026-05-11T07:06:37.718152+00:00,cuda_event
v45,P3,G,4,4,32,70,48.3090,gfx942,b21u01,2026-05-11T07:06:37.718152+00:00,cuda_event
v45,P3,G,4,4,32,71,48.9110,gfx942,b21u01,2026-05-11T07:06:37.718152+00:00,cuda_event
v45,P3,G,4,4,32,72,48.0700,gfx942,b21u01,2026-05-11T07:06:37.718152+00:00,cuda_event
v45,P3,G,4,4,32,73,47.5480,gfx942,b21u01,2026-05-11T07:06:37.718152+00:00,cuda_event
v45,P3,G,4,4,32,74,48.1490,gfx942,b21u01,2026-05-11T07:06:37.718152+00:00,cuda_event
v45,P3,G,4,4,32,75,50.4350,gfx942,b21u01,2026-05-11T07:06:37.718152+00:00,cuda_event
v45,P3,G,4,4,32,76,47.7880,gfx942,b21u01,2026-05-11T07:06:37.718152+00:00,cuda_event
v45,P3,G,4,4,32,77,49.6730,gfx942,b21u01,2026-05-11T07:06:37.718152+00:00,cuda_event
v45,P3,G,4,4,32,78,49.1920,gfx942,b21u01,2026-05-11T07:06:37.718152+00:00,cuda_event
v45,P3,G,4,4,32,79,49.5530,gfx942,b21u01,2026-05-11T07:06:37.718152+00:00,cuda_event
v45,P3,G,4,4,32,80,48.1090,gfx942,b21u01,2026-05-11T07:06:37.718152+00:00,cuda_event
v45,P3,G,4,4,32,81,50.4740,gfx942,b21u01,2026-05-11T07:06:37.718152+00:00,cuda_event
v45,P3,G,4,4,32,82,48.5500,gfx942,b21u01,2026-05-11T07:06:37.718152+00:00,cuda_event
v45,P3,G,4,4,32,83,48.9510,gfx942,b21u01,2026-05-11T07:06:37.718152+00:00,cuda_event
v45,P3,G,4,4,32,84,49.1510,gfx942,b21u01,2026-05-11T07:06:37.718152+00:00,cuda_event
