corpus_version,prim,K,N_PROD,N_OPS,rep,us,gpu_arch,node,ts_utc
v45,P3,2,4,128,18,165.3121,gfx942,b21u01,2026-05-11T06:04:27.776624+00:00
v45,P3,2,4,128,19,163.6089,gfx942,b21u01,2026-05-11T06:04:27.776624+00:00
v45,P3,2,4,128,20,171.3871,gfx942,b21u01,2026-05-11T06:04:27.776624+00:00
v45,P3,2,4,128,21,174.3820,gfx942,b21u01,2026-05-11T06:04:27.776624+00:00
v45,P3,2,4,128,22,163.7200,gfx942,b21u01,2026-05-11T06:04:27.776624+00:00
v45,P3,2,4,128,23,163.8350,gfx942,b21u01,2026-05-11T06:04:27.776624+00:00
v45,P3,2,4,128,24,171.0651,gfx942,b21u01,2026-05-11T06:04:27.776624+00:00
v45,P3,2,5,8,0,30.1169,gfx942,b21u01,2026-05-11T06:04:27.777638+00:00
v45,P3,2,5,8,1,29.3229,gfx942,b21u01,2026-05-11T06:04:27.777638+00:00
v45,P3,2,5,8,2,29.7190,gfx942,b21u01,2026-05-11T06:04:27.777638+00:00
v45,P3,2,5,8,3,28.4261,gfx942,b21u01,2026-05-11T06:04:27.777638+00:00
v45,P3,2,5,8,4,29.6452,gfx942,b21u01,2026-05-11T06:04:27.777638+00:00
v45,P3,2,5,8,5,29.1830,gfx942,b21u01,2026-05-11T06:04:27.777638+00:00
v45,P3,2,5,8,6,29.9891,gfx942,b21u01,2026-05-11T06:04:27.777638+00:00
v45,P3,2,5,8,7,28.2421,gfx942,b21u01,2026-05-11T06:04:27.777638+00:00
v45,P3,2,5,8,8,29.8810,gfx942,b21u01,2026-05-11T06:04:27.777638+00:00
v45,P3,2,5,8,9,29.1020,gfx942,b21u01,2026-05-11T06:04:27.777638+00:00
v45,P3,2,5,8,10,28.5660,gfx942,b21u01,2026-05-11T06:04:27.777638+00:00
v45,P3,2,5,8,11,28.8698,gfx942,b21u01,2026-05-11T06:04:27.777638+00:00
v45,P3,2,5,8,12,29.8191,gfx942,b21u01,2026-05-11T06:04:27.777638+00:00
v45,P3,2,5,8,13,29.3190,gfx942,b21u01,2026-05-11T06:04:27.777638+00:00
v45,P3,2,5,8,14,28.6922,gfx942,b21u01,2026-05-11T06:04:27.777638+00:00
v45,P3,2,5,8,15,30.3071,gfx942,b21u01,2026-05-11T06:04:27.777638+00:00
v45,P3,2,5,8,16,29.4652,gfx942,b21u01,2026-05-11T06:04:27.777638+00:00
v45,P3,2,5,8,17,29.4300,gfx942,b21u01,2026-05-11T06:04:27.777638+00:00
v45,P3,2,5,8,18,29.3578,gfx942,b21u01,2026-05-11T06:04:27.777638+00:00
v45,P3,2,5,8,19,29.7821,gfx942,b21u01,2026-05-11T06:04:27.777638+00:00
v45,P3,2,5,8,20,28.1741,gfx942,b21u01,2026-05-11T06:04:27.777638+00:00
v45,P3,2,5,8,21,30.3842,gfx942,b21u01,2026-05-11T06:04:27.777638+00:00
v45,P3,2,5,8,22,29.1599,gfx942,b21u01,2026-05-11T06:04:27.777638+00:00
v45,P3,2,5,8,23,29.0379,gfx942,b21u01,2026-05-11T06:04:27.777638+00:00
v45,P3,2,5,8,24,29.1651,gfx942,b21u01,2026-05-11T06:04:27.777638+00:00
v45,P3,2,5,16,0,39.2960,gfx942,b21u01,2026-05-11T06:04:27.778899+00:00
v45,P3,2,5,16,1,39.5989,gfx942,b21u01,2026-05-11T06:04:27.778899+00:00
v45,P3,2,5,16,2,38.8790,gfx942,b21u01,2026-05-11T06:04:27.778899+00:00
v45,P3,2,5,16,3,38.2741,gfx942,b21u01,2026-05-11T06:04:27.778899+00:00
v45,P3,2,5,16,4,39.8559,gfx942,b21u01,2026-05-11T06:04:27.778899+00:00
v45,P3,2,5,16,5,39.4529,gfx942,b21u01,2026-05-11T06:04:27.778899+00:00
v45,P3,2,5,16,6,38.9891,gfx942,b21u01,2026-05-11T06:04:27.778899+00:00
v45,P3,2,5,16,7,40.0881,gfx942,b21u01,2026-05-11T06:04:27.778899+00:00
v45,P3,2,5,16,8,38.7710,gfx942,b21u01,2026-05-11T06:04:27.778899+00:00
v45,P3,2,5,16,9,38.9840,gfx942,b21u01,2026-05-11T06:04:27.778899+00:00
v45,P3,2,5,16,10,39.4690,gfx942,b21u01,2026-05-11T06:04:27.778899+00:00
v45,P3,2,5,16,11,38.6718,gfx942,b21u01,2026-05-11T06:04:27.778899+00:00
v45,P3,2,5,16,12,39.4392,gfx942,b21u01,2026-05-11T06:04:27.778899+00:00
v45,P3,2,5,16,13,38.7980,gfx942,b21u01,2026-05-11T06:04:27.778899+00:00
v45,P3,2,5,16,14,38.9169,gfx942,b21u01,2026-05-11T06:04:27.778899+00:00
v45,P3,2,5,16,15,38.6140,gfx942,b21u01,2026-05-11T06:04:27.778899+00:00
v45,P3,2,5,16,16,38.2999,gfx942,b21u01,2026-05-11T06:04:27.778899+00:00
v45,P3,2,5,16,17,39.8711,gfx942,b21u01,2026-05-11T06:04:27.778899+00:00
v45,P3,2,5,16,18,37.8832,gfx942,b21u01,2026-05-11T06:04:27.778899+00:00
v45,P3,2,5,16,19,39.7610,gfx942,b21u01,2026-05-11T06:04:27.778899+00:00
v45,P3,2,5,16,20,39.3530,gfx942,b21u01,2026-05-11T06:04:27.778899+00:00
v45,P3,2,5,16,21,37.9819,gfx942,b21u01,2026-05-11T06:04:27.778899+00:00
v45,P3,2,5,16,22,39.0811,gfx942,b21u01,2026-05-11T06:04:27.778899+00:00
v45,P3,2,5,16,23,38.6438,gfx942,b21u01,2026-05-11T06:04:27.778899+00:00
v45,P3,2,5,16,24,38.6878,gfx942,b21u01,2026-05-11T06:04:27.778899+00:00
v45,P3,2,5,32,0,58.2158,gfx942,b21u01,2026-05-11T06:04:27.780684+00:00
v45,P3,2,5,32,1,59.0391,gfx942,b21u01,2026-05-11T06:04:27.780684+00:00
v45,P3,2,5,32,2,57.8009,gfx942,b21u01,2026-05-11T06:04:27.780684+00:00
v45,P3,2,5,32,3,57.4680,gfx942,b21u01,2026-05-11T06:04:27.780684+00:00
v45,P3,2,5,32,4,56.9299,gfx942,b21u01,2026-05-11T06:04:27.780684+00:00
v45,P3,2,5,32,5,57.6861,gfx942,b21u01,2026-05-11T06:04:27.780684+00:00
v45,P3,2,5,32,6,57.2449,gfx942,b21u01,2026-05-11T06:04:27.780684+00:00
v45,P3,2,5,32,7,57.5322,gfx942,b21u01,2026-05-11T06:04:27.780684+00:00
v45,P3,2,5,32,8,56.7911,gfx942,b21u01,2026-05-11T06:04:27.780684+00:00
v45,P3,2,5,32,9,57.5199,gfx942,b21u01,2026-05-11T06:04:27.780684+00:00
v45,P3,2,5,32,10,58.4400,gfx942,b21u01,2026-05-11T06:04:27.780684+00:00
v45,P3,2,5,32,11,57.6968,gfx942,b21u01,2026-05-11T06:04:27.780684+00:00
v45,P3,2,5,32,12,57.3781,gfx942,b21u01,2026-05-11T06:04:27.780684+00:00
v45,P3,2,5,32,13,58.3802,gfx942,b21u01,2026-05-11T06:04:27.780684+00:00
v45,P3,2,5,32,14,58.1809,gfx942,b21u01,2026-05-11T06:04:27.780684+00:00
v45,P3,2,5,32,15,58.4540,gfx942,b21u01,2026-05-11T06:04:27.780684+00:00
v45,P3,2,5,32,16,57.1869,gfx942,b21u01,2026-05-11T06:04:27.780684+00:00
v45,P3,2,5,32,17,58.4938,gfx942,b21u01,2026-05-11T06:04:27.780684+00:00
v45,P3,2,5,32,18,58.5879,gfx942,b21u01,2026-05-11T06:04:27.780684+00:00
v45,P3,2,5,32,19,57.5220,gfx942,b21u01,2026-05-11T06:04:27.780684+00:00
v45,P3,2,5,32,20,57.1168,gfx942,b21u01,2026-05-11T06:04:27.780684+00:00
v45,P3,2,5,32,21,58.3362,gfx942,b21u01,2026-05-11T06:04:27.780684+00:00
v45,P3,2,5,32,22,56.5969,gfx942,b21u01,2026-05-11T06:04:27.780684+00:00
v45,P3,2,5,32,23,58.0561,gfx942,b21u01,2026-05-11T06:04:27.780684+00:00
v45,P3,2,5,32,24,57.8139,gfx942,b21u01,2026-05-11T06:04:27.780684+00:00
v45,P3,2,5,64,0,95.6468,gfx942,b21u01,2026-05-11T06:04:27.783531+00:00
v45,P3,2,5,64,1,95.0519,gfx942,b21u01,2026-05-11T06:04:27.783531+00:00
v45,P3,2,5,64,2,96.3500,gfx942,b21u01,2026-05-11T06:04:27.783531+00:00
v45,P3,2,5,64,3,95.2990,gfx942,b21u01,2026-05-11T06:04:27.783531+00:00
v45,P3,2,5,64,4,102.6830,gfx942,b21u01,2026-05-11T06:04:27.783531+00:00
v45,P3,2,5,64,5,95.8501,gfx942,b21u01,2026-05-11T06:04:27.783531+00:00
v45,P3,2,5,64,6,97.2098,gfx942,b21u01,2026-05-11T06:04:27.783531+00:00
v45,P3,2,5,64,7,95.1230,gfx942,b21u01,2026-05-11T06:04:27.783531+00:00
v45,P3,2,5,64,8,96.9989,gfx942,b21u01,2026-05-11T06:04:27.783531+00:00
v45,P3,2,5,64,9,96.5700,gfx942,b21u01,2026-05-11T06:04:27.783531+00:00
v45,P3,2,5,64,10,94.0519,gfx942,b21u01,2026-05-11T06:04:27.783531+00:00
v45,P3,2,5,64,11,96.1891,gfx942,b21u01,2026-05-11T06:04:27.783531+00:00
v45,P3,2,5,64,12,94.5251,gfx942,b21u01,2026-05-11T06:04:27.783531+00:00
v45,P3,2,5,64,13,95.9269,gfx942,b21u01,2026-05-11T06:04:27.783531+00:00
v45,P3,2,5,64,14,98.1360,gfx942,b21u01,2026-05-11T06:04:27.783531+00:00
v45,P3,2,5,64,15,96.0261,gfx942,b21u01,2026-05-11T06:04:27.783531+00:00
v45,P3,2,5,64,16,94.4969,gfx942,b21u01,2026-05-11T06:04:27.783531+00:00
v45,P3,2,5,64,17,94.2410,gfx942,b21u01,2026-05-11T06:04:27.783531+00:00
v45,P3,2,5,64,18,95.3649,gfx942,b21u01,2026-05-11T06:04:27.783531+00:00
v45,P3,2,5,64,19,93.1269,gfx942,b21u01,2026-05-11T06:04:27.783531+00:00
v45,P3,2,5,64,20,95.5011,gfx942,b21u01,2026-05-11T06:04:27.783531+00:00
v45,P3,2,5,64,21,93.9670,gfx942,b21u01,2026-05-11T06:04:27.783531+00:00
v45,P3,2,5,64,22,96.1251,gfx942,b21u01,2026-05-11T06:04:27.783531+00:00
v45,P3,2,5,64,23,96.4729,gfx942,b21u01,2026-05-11T06:04:27.783531+00:00
v45,P3,2,5,64,24,96.7800,gfx942,b21u01,2026-05-11T06:04:27.783531+00:00
v45,P3,2,5,128,0,171.9329,gfx942,b21u01,2026-05-11T06:04:27.788514+00:00
v45,P3,2,5,128,1,173.1100,gfx942,b21u01,2026-05-11T06:04:27.788514+00:00
v45,P3,2,5,128,2,171.9929,gfx942,b21u01,2026-05-11T06:04:27.788514+00:00
v45,P3,2,5,128,3,173.0230,gfx942,b21u01,2026-05-11T06:04:27.788514+00:00
v45,P3,2,5,128,4,173.4011,gfx942,b21u01,2026-05-11T06:04:27.788514+00:00
v45,P3,2,5,128,5,172.9091,gfx942,b21u01,2026-05-11T06:04:27.788514+00:00
v45,P3,2,5,128,6,174.0081,gfx942,b21u01,2026-05-11T06:04:27.788514+00:00
v45,P3,2,5,128,7,175.4020,gfx942,b21u01,2026-05-11T06:04:27.788514+00:00
v45,P3,2,5,128,8,170.9689,gfx942,b21u01,2026-05-11T06:04:27.788514+00:00
v45,P3,2,5,128,9,169.5738,gfx942,b21u01,2026-05-11T06:04:27.788514+00:00
v45,P3,2,5,128,10,172.0900,gfx942,b21u01,2026-05-11T06:04:27.788514+00:00
v45,P3,2,5,128,11,168.9242,gfx942,b21u01,2026-05-11T06:04:27.788514+00:00
v45,P3,2,5,128,12,171.7701,gfx942,b21u01,2026-05-11T06:04:27.788514+00:00
v45,P3,2,5,128,13,170.3370,gfx942,b21u01,2026-05-11T06:04:27.788514+00:00
v45,P3,2,5,128,14,172.1240,gfx942,b21u01,2026-05-11T06:04:27.788514+00:00
v45,P3,2,5,128,15,169.7270,gfx942,b21u01,2026-05-11T06:04:27.788514+00:00
v45,P3,2,5,128,16,172.8612,gfx942,b21u01,2026-05-11T06:04:27.788514+00:00
v45,P3,2,5,128,17,170.5210,gfx942,b21u01,2026-05-11T06:04:27.788514+00:00
v45,P3,2,5,128,18,171.6579,gfx942,b21u01,2026-05-11T06:04:27.788514+00:00
v45,P3,2,5,128,19,171.3762,gfx942,b21u01,2026-05-11T06:04:27.788514+00:00
v45,P3,2,5,128,20,172.0530,gfx942,b21u01,2026-05-11T06:04:27.788514+00:00
v45,P3,2,5,128,21,170.6800,gfx942,b21u01,2026-05-11T06:04:27.788514+00:00
v45,P3,2,5,128,22,172.7541,gfx942,b21u01,2026-05-11T06:04:27.788514+00:00
v45,P3,2,5,128,23,172.6490,gfx942,b21u01,2026-05-11T06:04:27.788514+00:00
v45,P3,2,5,128,24,172.0830,gfx942,b21u01,2026-05-11T06:04:27.788514+00:00
v45,P3,2,6,8,0,31.2838,gfx942,b21u01,2026-05-11T06:04:27.789522+00:00
v45,P3,2,6,8,1,30.1911,gfx942,b21u01,2026-05-11T06:04:27.789522+00:00
v45,P3,2,6,8,2,28.9220,gfx942,b21u01,2026-05-11T06:04:27.789522+00:00
v45,P3,2,6,8,3,28.2999,gfx942,b21u01,2026-05-11T06:04:27.789522+00:00
v45,P3,2,6,8,4,29.1569,gfx942,b21u01,2026-05-11T06:04:27.789522+00:00
v45,P3,2,6,8,5,28.7408,gfx942,b21u01,2026-05-11T06:04:27.789522+00:00
v45,P3,2,6,8,6,29.6412,gfx942,b21u01,2026-05-11T06:04:27.789522+00:00
v45,P3,2,6,8,7,29.3190,gfx942,b21u01,2026-05-11T06:04:27.789522+00:00
v45,P3,2,6,8,8,29.8510,gfx942,b21u01,2026-05-11T06:04:27.789522+00:00
v45,P3,2,6,8,9,29.1220,gfx942,b21u01,2026-05-11T06:04:27.789522+00:00
v45,P3,2,6,8,10,29.4710,gfx942,b21u01,2026-05-11T06:04:27.789522+00:00
v45,P3,2,6,8,11,29.1250,gfx942,b21u01,2026-05-11T06:04:27.789522+00:00
v45,P3,2,6,8,12,29.3299,gfx942,b21u01,2026-05-11T06:04:27.789522+00:00
v45,P3,2,6,8,13,29.2070,gfx942,b21u01,2026-05-11T06:04:27.789522+00:00
v45,P3,2,6,8,14,28.6670,gfx942,b21u01,2026-05-11T06:04:27.789522+00:00
v45,P3,2,6,8,15,29.9588,gfx942,b21u01,2026-05-11T06:04:27.789522+00:00
v45,P3,2,6,8,16,29.2091,gfx942,b21u01,2026-05-11T06:04:27.789522+00:00
v45,P3,2,6,8,17,29.1259,gfx942,b21u01,2026-05-11T06:04:27.789522+00:00
v45,P3,2,6,8,18,29.5108,gfx942,b21u01,2026-05-11T06:04:27.789522+00:00
v45,P3,2,6,8,19,29.5781,gfx942,b21u01,2026-05-11T06:04:27.789522+00:00
v45,P3,2,6,8,20,29.6899,gfx942,b21u01,2026-05-11T06:04:27.789522+00:00
v45,P3,2,6,8,21,30.3648,gfx942,b21u01,2026-05-11T06:04:27.789522+00:00
v45,P3,2,6,8,22,28.8999,gfx942,b21u01,2026-05-11T06:04:27.789522+00:00
v45,P3,2,6,8,23,28.8540,gfx942,b21u01,2026-05-11T06:04:27.789522+00:00
v45,P3,2,6,8,24,28.9120,gfx942,b21u01,2026-05-11T06:04:27.789522+00:00
v45,P3,2,6,16,0,38.6180,gfx942,b21u01,2026-05-11T06:04:27.790777+00:00
v45,P3,2,6,16,1,39.9170,gfx942,b21u01,2026-05-11T06:04:27.790777+00:00
v45,P3,2,6,16,2,37.9290,gfx942,b21u01,2026-05-11T06:04:27.790777+00:00
v45,P3,2,6,16,3,38.2969,gfx942,b21u01,2026-05-11T06:04:27.790777+00:00
v45,P3,2,6,16,4,38.4678,gfx942,b21u01,2026-05-11T06:04:27.790777+00:00
v45,P3,2,6,16,5,39.5689,gfx942,b21u01,2026-05-11T06:04:27.790777+00:00
v45,P3,2,6,16,6,39.1961,gfx942,b21u01,2026-05-11T06:04:27.790777+00:00
v45,P3,2,6,16,7,38.3740,gfx942,b21u01,2026-05-11T06:04:27.790777+00:00
v45,P3,2,6,16,8,38.6592,gfx942,b21u01,2026-05-11T06:04:27.790777+00:00
v45,P3,2,6,16,9,39.3000,gfx942,b21u01,2026-05-11T06:04:27.790777+00:00
v45,P3,2,6,16,10,39.8068,gfx942,b21u01,2026-05-11T06:04:27.790777+00:00
v45,P3,2,6,16,11,38.3430,gfx942,b21u01,2026-05-11T06:04:27.790777+00:00
v45,P3,2,6,16,12,39.1610,gfx942,b21u01,2026-05-11T06:04:27.790777+00:00
v45,P3,2,6,16,13,38.1470,gfx942,b21u01,2026-05-11T06:04:27.790777+00:00
v45,P3,2,6,16,14,39.3949,gfx942,b21u01,2026-05-11T06:04:27.790777+00:00
v45,P3,2,6,16,15,39.0222,gfx942,b21u01,2026-05-11T06:04:27.790777+00:00
v45,P3,2,6,16,16,38.3561,gfx942,b21u01,2026-05-11T06:04:27.790777+00:00
v45,P3,2,6,16,17,38.6520,gfx942,b21u01,2026-05-11T06:04:27.790777+00:00
v45,P3,2,6,16,18,38.9600,gfx942,b21u01,2026-05-11T06:04:27.790777+00:00
v45,P3,2,6,16,19,44.1300,gfx942,b21u01,2026-05-11T06:04:27.790777+00:00
v45,P3,2,6,16,20,39.5142,gfx942,b21u01,2026-05-11T06:04:27.790777+00:00
v45,P3,2,6,16,21,38.4150,gfx942,b21u01,2026-05-11T06:04:27.790777+00:00
v45,P3,2,6,16,22,38.4359,gfx942,b21u01,2026-05-11T06:04:27.790777+00:00
v45,P3,2,6,16,23,39.3151,gfx942,b21u01,2026-05-11T06:04:27.790777+00:00
v45,P3,2,6,16,24,38.0611,gfx942,b21u01,2026-05-11T06:04:27.790777+00:00
v45,P3,2,6,32,0,57.5110,gfx942,b21u01,2026-05-11T06:04:27.792567+00:00
v45,P3,2,6,32,1,58.0119,gfx942,b21u01,2026-05-11T06:04:27.792567+00:00
v45,P3,2,6,32,2,57.5669,gfx942,b21u01,2026-05-11T06:04:27.792567+00:00
v45,P3,2,6,32,3,58.6519,gfx942,b21u01,2026-05-11T06:04:27.792567+00:00
v45,P3,2,6,32,4,58.8209,gfx942,b21u01,2026-05-11T06:04:27.792567+00:00
v45,P3,2,6,32,5,57.2279,gfx942,b21u01,2026-05-11T06:04:27.792567+00:00
v45,P3,2,6,32,6,57.4188,gfx942,b21u01,2026-05-11T06:04:27.792567+00:00
v45,P3,2,6,32,7,57.8631,gfx942,b21u01,2026-05-11T06:04:27.792567+00:00
v45,P3,2,6,32,8,61.1490,gfx942,b21u01,2026-05-11T06:04:27.792567+00:00
v45,P3,2,6,32,9,58.7390,gfx942,b21u01,2026-05-11T06:04:27.792567+00:00
v45,P3,2,6,32,10,56.8619,gfx942,b21u01,2026-05-11T06:04:27.792567+00:00
v45,P3,2,6,32,11,56.8621,gfx942,b21u01,2026-05-11T06:04:27.792567+00:00
v45,P3,2,6,32,12,57.0500,gfx942,b21u01,2026-05-11T06:04:27.792567+00:00
v45,P3,2,6,32,13,57.3311,gfx942,b21u01,2026-05-11T06:04:27.792567+00:00
v45,P3,2,6,32,14,57.9820,gfx942,b21u01,2026-05-11T06:04:27.792567+00:00
v45,P3,2,6,32,15,58.6011,gfx942,b21u01,2026-05-11T06:04:27.792567+00:00
v45,P3,2,6,32,16,57.9578,gfx942,b21u01,2026-05-11T06:04:27.792567+00:00
v45,P3,2,6,32,17,58.0470,gfx942,b21u01,2026-05-11T06:04:27.792567+00:00
v45,P3,2,6,32,18,57.5529,gfx942,b21u01,2026-05-11T06:04:27.792567+00:00
v45,P3,2,6,32,19,56.6980,gfx942,b21u01,2026-05-11T06:04:27.792567+00:00
v45,P3,2,6,32,20,57.4919,gfx942,b21u01,2026-05-11T06:04:27.792567+00:00
v45,P3,2,6,32,21,58.0209,gfx942,b21u01,2026-05-11T06:04:27.792567+00:00
v45,P3,2,6,32,22,57.9611,gfx942,b21u01,2026-05-11T06:04:27.792567+00:00
v45,P3,2,6,32,23,57.6291,gfx942,b21u01,2026-05-11T06:04:27.792567+00:00
v45,P3,2,6,32,24,64.3330,gfx942,b21u01,2026-05-11T06:04:27.792567+00:00
v45,P3,2,6,64,0,97.5269,gfx942,b21u01,2026-05-11T06:04:27.795420+00:00
v45,P3,2,6,64,1,95.6950,gfx942,b21u01,2026-05-11T06:04:27.795420+00:00
v45,P3,2,6,64,2,95.4738,gfx942,b21u01,2026-05-11T06:04:27.795420+00:00
v45,P3,2,6,64,3,97.0650,gfx942,b21u01,2026-05-11T06:04:27.795420+00:00
v45,P3,2,6,64,4,95.4519,gfx942,b21u01,2026-05-11T06:04:27.795420+00:00
v45,P3,2,6,64,5,96.1591,gfx942,b21u01,2026-05-11T06:04:27.795420+00:00
v45,P3,2,6,64,6,95.5749,gfx942,b21u01,2026-05-11T06:04:27.795420+00:00
v45,P3,2,6,64,7,95.9330,gfx942,b21u01,2026-05-11T06:04:27.795420+00:00
v45,P3,2,6,64,8,95.6212,gfx942,b21u01,2026-05-11T06:04:27.795420+00:00
v45,P3,2,6,64,9,97.4559,gfx942,b21u01,2026-05-11T06:04:27.795420+00:00
v45,P3,2,6,64,10,97.3349,gfx942,b21u01,2026-05-11T06:04:27.795420+00:00
v45,P3,2,6,64,11,97.9251,gfx942,b21u01,2026-05-11T06:04:27.795420+00:00
v45,P3,2,6,64,12,97.4110,gfx942,b21u01,2026-05-11T06:04:27.795420+00:00
v45,P3,2,6,64,13,97.4890,gfx942,b21u01,2026-05-11T06:04:27.795420+00:00
v45,P3,2,6,64,14,94.0820,gfx942,b21u01,2026-05-11T06:04:27.795420+00:00
v45,P3,2,6,64,15,97.4101,gfx942,b21u01,2026-05-11T06:04:27.795420+00:00
v45,P3,2,6,64,16,95.1830,gfx942,b21u01,2026-05-11T06:04:27.795420+00:00
v45,P3,2,6,64,17,97.4140,gfx942,b21u01,2026-05-11T06:04:27.795420+00:00
v45,P3,2,6,64,18,95.2180,gfx942,b21u01,2026-05-11T06:04:27.795420+00:00
v45,P3,2,6,64,19,93.6941,gfx942,b21u01,2026-05-11T06:04:27.795420+00:00
v45,P3,2,6,64,20,95.1700,gfx942,b21u01,2026-05-11T06:04:27.795420+00:00
v45,P3,2,6,64,21,93.9339,gfx942,b21u01,2026-05-11T06:04:27.795420+00:00
v45,P3,2,6,64,22,95.5351,gfx942,b21u01,2026-05-11T06:04:27.795420+00:00
v45,P3,2,6,64,23,93.8680,gfx942,b21u01,2026-05-11T06:04:27.795420+00:00
v45,P3,2,6,64,24,96.9381,gfx942,b21u01,2026-05-11T06:04:27.795420+00:00
v45,P3,2,6,128,0,172.2819,gfx942,b21u01,2026-05-11T06:04:27.800419+00:00
v45,P3,2,6,128,1,171.9610,gfx942,b21u01,2026-05-11T06:04:27.800419+00:00
v45,P3,2,6,128,2,174.2819,gfx942,b21u01,2026-05-11T06:04:27.800419+00:00
v45,P3,2,6,128,3,171.8870,gfx942,b21u01,2026-05-11T06:04:27.800419+00:00
v45,P3,2,6,128,4,173.5121,gfx942,b21u01,2026-05-11T06:04:27.800419+00:00
v45,P3,2,6,128,5,172.4078,gfx942,b21u01,2026-05-11T06:04:27.800419+00:00
v45,P3,2,6,128,6,169.4851,gfx942,b21u01,2026-05-11T06:04:27.800419+00:00
v45,P3,2,6,128,7,173.2090,gfx942,b21u01,2026-05-11T06:04:27.800419+00:00
v45,P3,2,6,128,8,169.3720,gfx942,b21u01,2026-05-11T06:04:27.800419+00:00
v45,P3,2,6,128,9,170.0348,gfx942,b21u01,2026-05-11T06:04:27.800419+00:00
v45,P3,2,6,128,10,170.1058,gfx942,b21u01,2026-05-11T06:04:27.800419+00:00
v45,P3,2,6,128,11,173.4628,gfx942,b21u01,2026-05-11T06:04:27.800419+00:00
v45,P3,2,6,128,12,169.3361,gfx942,b21u01,2026-05-11T06:04:27.800419+00:00
v45,P3,2,6,128,13,171.4029,gfx942,b21u01,2026-05-11T06:04:27.800419+00:00
v45,P3,2,6,128,14,173.6770,gfx942,b21u01,2026-05-11T06:04:27.800419+00:00
v45,P3,2,6,128,15,170.3510,gfx942,b21u01,2026-05-11T06:04:27.800419+00:00
v45,P3,2,6,128,16,172.7249,gfx942,b21u01,2026-05-11T06:04:27.800419+00:00
v45,P3,2,6,128,17,172.3771,gfx942,b21u01,2026-05-11T06:04:27.800419+00:00
v45,P3,2,6,128,18,173.7699,gfx942,b21u01,2026-05-11T06:04:27.800419+00:00
v45,P3,2,6,128,19,172.4809,gfx942,b21u01,2026-05-11T06:04:27.800419+00:00
v45,P3,2,6,128,20,173.9210,gfx942,b21u01,2026-05-11T06:04:27.800419+00:00
v45,P3,2,6,128,21,172.1990,gfx942,b21u01,2026-05-11T06:04:27.800419+00:00
v45,P3,2,6,128,22,174.4782,gfx942,b21u01,2026-05-11T06:04:27.800419+00:00
v45,P3,2,6,128,23,171.9741,gfx942,b21u01,2026-05-11T06:04:27.800419+00:00
v45,P3,2,6,128,24,174.0840,gfx942,b21u01,2026-05-11T06:04:27.800419+00:00
v45,P3,2,7,8,0,29.8191,gfx942,b21u01,2026-05-11T06:04:27.801428+00:00
v45,P3,2,7,8,1,31.3390,gfx942,b21u01,2026-05-11T06:04:27.801428+00:00
v45,P3,2,7,8,2,28.9408,gfx942,b21u01,2026-05-11T06:04:27.801428+00:00
v45,P3,2,7,8,3,29.4519,gfx942,b21u01,2026-05-11T06:04:27.801428+00:00
v45,P3,2,7,8,4,28.9979,gfx942,b21u01,2026-05-11T06:04:27.801428+00:00
v45,P3,2,7,8,5,29.9090,gfx942,b21u01,2026-05-11T06:04:27.801428+00:00
v45,P3,2,7,8,6,28.3080,gfx942,b21u01,2026-05-11T06:04:27.801428+00:00
v45,P3,2,7,8,7,30.0091,gfx942,b21u01,2026-05-11T06:04:27.801428+00:00
v45,P3,2,7,8,8,29.5939,gfx942,b21u01,2026-05-11T06:04:27.801428+00:00
v45,P3,2,7,8,9,29.6480,gfx942,b21u01,2026-05-11T06:04:27.801428+00:00
v45,P3,2,7,8,10,29.3360,gfx942,b21u01,2026-05-11T06:04:27.801428+00:00
v45,P3,2,7,8,11,29.1741,gfx942,b21u01,2026-05-11T06:04:27.801428+00:00
v45,P3,2,7,8,12,29.2649,gfx942,b21u01,2026-05-11T06:04:27.801428+00:00
v45,P3,2,7,8,13,29.4859,gfx942,b21u01,2026-05-11T06:04:27.801428+00:00
v45,P3,2,7,8,14,35.4389,gfx942,b21u01,2026-05-11T06:04:27.801428+00:00
v45,P3,2,7,8,15,30.0980,gfx942,b21u01,2026-05-11T06:04:27.801428+00:00
v45,P3,2,7,8,16,29.5159,gfx942,b21u01,2026-05-11T06:04:27.801428+00:00
v45,P3,2,7,8,17,29.4200,gfx942,b21u01,2026-05-11T06:04:27.801428+00:00
v45,P3,2,7,8,18,28.6680,gfx942,b21u01,2026-05-11T06:04:27.801428+00:00
v45,P3,2,7,8,19,29.6561,gfx942,b21u01,2026-05-11T06:04:27.801428+00:00
v45,P3,2,7,8,20,29.3211,gfx942,b21u01,2026-05-11T06:04:27.801428+00:00
v45,P3,2,7,8,21,29.3278,gfx942,b21u01,2026-05-11T06:04:27.801428+00:00
v45,P3,2,7,8,22,29.2361,gfx942,b21u01,2026-05-11T06:04:27.801428+00:00
v45,P3,2,7,8,23,29.1471,gfx942,b21u01,2026-05-11T06:04:27.801428+00:00
v45,P3,2,7,8,24,29.1409,gfx942,b21u01,2026-05-11T06:04:27.801428+00:00
v45,P3,2,7,16,0,38.9691,gfx942,b21u01,2026-05-11T06:04:27.802693+00:00
v45,P3,2,7,16,1,39.8192,gfx942,b21u01,2026-05-11T06:04:27.802693+00:00
