corpus_version,prim,K,N_PROD,N_OPS,rep,us,gpu_arch,node,ts_utc
v45,P3,4,7,32,15,70.3160,gfx942,b21u01,2026-05-11T06:04:27.890350+00:00
v45,P3,4,7,32,16,67.8480,gfx942,b21u01,2026-05-11T06:04:27.890350+00:00
v45,P3,4,7,32,17,69.1121,gfx942,b21u01,2026-05-11T06:04:27.890350+00:00
v45,P3,4,7,32,18,70.3561,gfx942,b21u01,2026-05-11T06:04:27.890350+00:00
v45,P3,4,7,32,19,72.6061,gfx942,b21u01,2026-05-11T06:04:27.890350+00:00
v45,P3,4,7,32,20,68.1900,gfx942,b21u01,2026-05-11T06:04:27.890350+00:00
v45,P3,4,7,32,21,66.9840,gfx942,b21u01,2026-05-11T06:04:27.890350+00:00
v45,P3,4,7,32,22,70.5258,gfx942,b21u01,2026-05-11T06:04:27.890350+00:00
v45,P3,4,7,32,23,69.3100,gfx942,b21u01,2026-05-11T06:04:27.890350+00:00
v45,P3,4,7,32,24,71.1260,gfx942,b21u01,2026-05-11T06:04:27.890350+00:00
v45,P3,4,7,64,0,122.1460,gfx942,b21u01,2026-05-11T06:04:27.893899+00:00
v45,P3,4,7,64,1,124.0650,gfx942,b21u01,2026-05-11T06:04:27.893899+00:00
v45,P3,4,7,64,2,121.2822,gfx942,b21u01,2026-05-11T06:04:27.893899+00:00
v45,P3,4,7,64,3,120.6901,gfx942,b21u01,2026-05-11T06:04:27.893899+00:00
v45,P3,4,7,64,4,119.4591,gfx942,b21u01,2026-05-11T06:04:27.893899+00:00
v45,P3,4,7,64,5,117.7280,gfx942,b21u01,2026-05-11T06:04:27.893899+00:00
v45,P3,4,7,64,6,118.6440,gfx942,b21u01,2026-05-11T06:04:27.893899+00:00
v45,P3,4,7,64,7,118.6498,gfx942,b21u01,2026-05-11T06:04:27.893899+00:00
v45,P3,4,7,64,8,119.7830,gfx942,b21u01,2026-05-11T06:04:27.893899+00:00
v45,P3,4,7,64,9,121.2200,gfx942,b21u01,2026-05-11T06:04:27.893899+00:00
v45,P3,4,7,64,10,122.4410,gfx942,b21u01,2026-05-11T06:04:27.893899+00:00
v45,P3,4,7,64,11,118.4149,gfx942,b21u01,2026-05-11T06:04:27.893899+00:00
v45,P3,4,7,64,12,119.5760,gfx942,b21u01,2026-05-11T06:04:27.893899+00:00
v45,P3,4,7,64,13,121.1721,gfx942,b21u01,2026-05-11T06:04:27.893899+00:00
v45,P3,4,7,64,14,122.8431,gfx942,b21u01,2026-05-11T06:04:27.893899+00:00
v45,P3,4,7,64,15,120.5709,gfx942,b21u01,2026-05-11T06:04:27.893899+00:00
v45,P3,4,7,64,16,120.6200,gfx942,b21u01,2026-05-11T06:04:27.893899+00:00
v45,P3,4,7,64,17,121.4740,gfx942,b21u01,2026-05-11T06:04:27.893899+00:00
v45,P3,4,7,64,18,124.3490,gfx942,b21u01,2026-05-11T06:04:27.893899+00:00
v45,P3,4,7,64,19,118.0081,gfx942,b21u01,2026-05-11T06:04:27.893899+00:00
v45,P3,4,7,64,20,120.2179,gfx942,b21u01,2026-05-11T06:04:27.893899+00:00
v45,P3,4,7,64,21,121.5541,gfx942,b21u01,2026-05-11T06:04:27.893899+00:00
v45,P3,4,7,64,22,123.3791,gfx942,b21u01,2026-05-11T06:04:27.893899+00:00
v45,P3,4,7,64,23,120.5411,gfx942,b21u01,2026-05-11T06:04:27.893899+00:00
v45,P3,4,7,64,24,116.1140,gfx942,b21u01,2026-05-11T06:04:27.893899+00:00
v45,P3,4,7,128,0,227.2150,gfx942,b21u01,2026-05-11T06:04:27.900325+00:00
v45,P3,4,7,128,1,226.7992,gfx942,b21u01,2026-05-11T06:04:27.900325+00:00
v45,P3,4,7,128,2,223.9761,gfx942,b21u01,2026-05-11T06:04:27.900325+00:00
v45,P3,4,7,128,3,227.0530,gfx942,b21u01,2026-05-11T06:04:27.900325+00:00
v45,P3,4,7,128,4,214.1742,gfx942,b21u01,2026-05-11T06:04:27.900325+00:00
v45,P3,4,7,128,5,219.6368,gfx942,b21u01,2026-05-11T06:04:27.900325+00:00
v45,P3,4,7,128,6,225.1049,gfx942,b21u01,2026-05-11T06:04:27.900325+00:00
v45,P3,4,7,128,7,220.2659,gfx942,b21u01,2026-05-11T06:04:27.900325+00:00
v45,P3,4,7,128,8,217.9630,gfx942,b21u01,2026-05-11T06:04:27.900325+00:00
v45,P3,4,7,128,9,225.5451,gfx942,b21u01,2026-05-11T06:04:27.900325+00:00
v45,P3,4,7,128,10,216.0149,gfx942,b21u01,2026-05-11T06:04:27.900325+00:00
v45,P3,4,7,128,11,229.2630,gfx942,b21u01,2026-05-11T06:04:27.900325+00:00
v45,P3,4,7,128,12,227.0848,gfx942,b21u01,2026-05-11T06:04:27.900325+00:00
v45,P3,4,7,128,13,224.5142,gfx942,b21u01,2026-05-11T06:04:27.900325+00:00
v45,P3,4,7,128,14,221.9200,gfx942,b21u01,2026-05-11T06:04:27.900325+00:00
v45,P3,4,7,128,15,219.2559,gfx942,b21u01,2026-05-11T06:04:27.900325+00:00
v45,P3,4,7,128,16,224.5631,gfx942,b21u01,2026-05-11T06:04:27.900325+00:00
v45,P3,4,7,128,17,225.4141,gfx942,b21u01,2026-05-11T06:04:27.900325+00:00
v45,P3,4,7,128,18,226.0299,gfx942,b21u01,2026-05-11T06:04:27.900325+00:00
v45,P3,4,7,128,19,220.3530,gfx942,b21u01,2026-05-11T06:04:27.900325+00:00
v45,P3,4,7,128,20,225.8311,gfx942,b21u01,2026-05-11T06:04:27.900325+00:00
v45,P3,4,7,128,21,222.9731,gfx942,b21u01,2026-05-11T06:04:27.900325+00:00
v45,P3,4,7,128,22,222.5661,gfx942,b21u01,2026-05-11T06:04:27.900325+00:00
v45,P3,4,7,128,23,225.1640,gfx942,b21u01,2026-05-11T06:04:27.900325+00:00
v45,P3,4,7,128,24,228.3989,gfx942,b21u01,2026-05-11T06:04:27.900325+00:00
v45,P3,4,8,8,0,33.1202,gfx942,b21u01,2026-05-11T06:04:27.901422+00:00
v45,P3,4,8,8,1,33.2820,gfx942,b21u01,2026-05-11T06:04:27.901422+00:00
v45,P3,4,8,8,2,32.3409,gfx942,b21u01,2026-05-11T06:04:27.901422+00:00
v45,P3,4,8,8,3,32.0962,gfx942,b21u01,2026-05-11T06:04:27.901422+00:00
v45,P3,4,8,8,4,33.3702,gfx942,b21u01,2026-05-11T06:04:27.901422+00:00
v45,P3,4,8,8,5,33.2000,gfx942,b21u01,2026-05-11T06:04:27.901422+00:00
v45,P3,4,8,8,6,32.2601,gfx942,b21u01,2026-05-11T06:04:27.901422+00:00
v45,P3,4,8,8,7,33.7160,gfx942,b21u01,2026-05-11T06:04:27.901422+00:00
v45,P3,4,8,8,8,32.4650,gfx942,b21u01,2026-05-11T06:04:27.901422+00:00
v45,P3,4,8,8,9,32.8650,gfx942,b21u01,2026-05-11T06:04:27.901422+00:00
v45,P3,4,8,8,10,31.8710,gfx942,b21u01,2026-05-11T06:04:27.901422+00:00
v45,P3,4,8,8,11,32.1590,gfx942,b21u01,2026-05-11T06:04:27.901422+00:00
v45,P3,4,8,8,12,32.6829,gfx942,b21u01,2026-05-11T06:04:27.901422+00:00
v45,P3,4,8,8,13,32.7751,gfx942,b21u01,2026-05-11T06:04:27.901422+00:00
v45,P3,4,8,8,14,33.2808,gfx942,b21u01,2026-05-11T06:04:27.901422+00:00
v45,P3,4,8,8,15,32.7509,gfx942,b21u01,2026-05-11T06:04:27.901422+00:00
v45,P3,4,8,8,16,32.8619,gfx942,b21u01,2026-05-11T06:04:27.901422+00:00
v45,P3,4,8,8,17,33.5451,gfx942,b21u01,2026-05-11T06:04:27.901422+00:00
v45,P3,4,8,8,18,33.1150,gfx942,b21u01,2026-05-11T06:04:27.901422+00:00
v45,P3,4,8,8,19,33.1241,gfx942,b21u01,2026-05-11T06:04:27.901422+00:00
v45,P3,4,8,8,20,31.9271,gfx942,b21u01,2026-05-11T06:04:27.901422+00:00
v45,P3,4,8,8,21,32.5860,gfx942,b21u01,2026-05-11T06:04:27.901422+00:00
v45,P3,4,8,8,22,32.3900,gfx942,b21u01,2026-05-11T06:04:27.901422+00:00
v45,P3,4,8,8,23,32.5339,gfx942,b21u01,2026-05-11T06:04:27.901422+00:00
v45,P3,4,8,8,24,31.5490,gfx942,b21u01,2026-05-11T06:04:27.901422+00:00
v45,P3,4,8,16,0,46.6411,gfx942,b21u01,2026-05-11T06:04:27.902863+00:00
v45,P3,4,8,16,1,43.7449,gfx942,b21u01,2026-05-11T06:04:27.902863+00:00
v45,P3,4,8,16,2,44.8381,gfx942,b21u01,2026-05-11T06:04:27.902863+00:00
v45,P3,4,8,16,3,49.1261,gfx942,b21u01,2026-05-11T06:04:27.902863+00:00
v45,P3,4,8,16,4,47.3650,gfx942,b21u01,2026-05-11T06:04:27.902863+00:00
v45,P3,4,8,16,5,45.3109,gfx942,b21u01,2026-05-11T06:04:27.902863+00:00
v45,P3,4,8,16,6,45.6020,gfx942,b21u01,2026-05-11T06:04:27.902863+00:00
v45,P3,4,8,16,7,44.2001,gfx942,b21u01,2026-05-11T06:04:27.902863+00:00
v45,P3,4,8,16,8,44.9910,gfx942,b21u01,2026-05-11T06:04:27.902863+00:00
v45,P3,4,8,16,9,44.8350,gfx942,b21u01,2026-05-11T06:04:27.902863+00:00
v45,P3,4,8,16,10,45.5729,gfx942,b21u01,2026-05-11T06:04:27.902863+00:00
v45,P3,4,8,16,11,44.5591,gfx942,b21u01,2026-05-11T06:04:27.902863+00:00
v45,P3,4,8,16,12,45.0301,gfx942,b21u01,2026-05-11T06:04:27.902863+00:00
v45,P3,4,8,16,13,44.7209,gfx942,b21u01,2026-05-11T06:04:27.902863+00:00
v45,P3,4,8,16,14,45.1771,gfx942,b21u01,2026-05-11T06:04:27.902863+00:00
v45,P3,4,8,16,15,44.5540,gfx942,b21u01,2026-05-11T06:04:27.902863+00:00
v45,P3,4,8,16,16,44.4921,gfx942,b21u01,2026-05-11T06:04:27.902863+00:00
v45,P3,4,8,16,17,44.5610,gfx942,b21u01,2026-05-11T06:04:27.902863+00:00
v45,P3,4,8,16,18,45.2860,gfx942,b21u01,2026-05-11T06:04:27.902863+00:00
v45,P3,4,8,16,19,44.9992,gfx942,b21u01,2026-05-11T06:04:27.902863+00:00
v45,P3,4,8,16,20,45.4611,gfx942,b21u01,2026-05-11T06:04:27.902863+00:00
v45,P3,4,8,16,21,46.0891,gfx942,b21u01,2026-05-11T06:04:27.902863+00:00
v45,P3,4,8,16,22,44.8301,gfx942,b21u01,2026-05-11T06:04:27.902863+00:00
v45,P3,4,8,16,23,47.5580,gfx942,b21u01,2026-05-11T06:04:27.902863+00:00
v45,P3,4,8,16,24,44.4858,gfx942,b21u01,2026-05-11T06:04:27.902863+00:00
v45,P3,4,8,32,0,74.5370,gfx942,b21u01,2026-05-11T06:04:27.904994+00:00
v45,P3,4,8,32,1,72.0050,gfx942,b21u01,2026-05-11T06:04:27.904994+00:00
v45,P3,4,8,32,2,69.8948,gfx942,b21u01,2026-05-11T06:04:27.904994+00:00
v45,P3,4,8,32,3,71.0739,gfx942,b21u01,2026-05-11T06:04:27.904994+00:00
v45,P3,4,8,32,4,71.9891,gfx942,b21u01,2026-05-11T06:04:27.904994+00:00
v45,P3,4,8,32,5,70.1309,gfx942,b21u01,2026-05-11T06:04:27.904994+00:00
v45,P3,4,8,32,6,68.7649,gfx942,b21u01,2026-05-11T06:04:27.904994+00:00
v45,P3,4,8,32,7,70.6259,gfx942,b21u01,2026-05-11T06:04:27.904994+00:00
v45,P3,4,8,32,8,69.4590,gfx942,b21u01,2026-05-11T06:04:27.904994+00:00
v45,P3,4,8,32,9,69.7959,gfx942,b21u01,2026-05-11T06:04:27.904994+00:00
v45,P3,4,8,32,10,69.1840,gfx942,b21u01,2026-05-11T06:04:27.904994+00:00
v45,P3,4,8,32,11,68.8371,gfx942,b21u01,2026-05-11T06:04:27.904994+00:00
v45,P3,4,8,32,12,69.8990,gfx942,b21u01,2026-05-11T06:04:27.904994+00:00
v45,P3,4,8,32,13,70.3130,gfx942,b21u01,2026-05-11T06:04:27.904994+00:00
v45,P3,4,8,32,14,69.1719,gfx942,b21u01,2026-05-11T06:04:27.904994+00:00
v45,P3,4,8,32,15,69.7619,gfx942,b21u01,2026-05-11T06:04:27.904994+00:00
v45,P3,4,8,32,16,71.2769,gfx942,b21u01,2026-05-11T06:04:27.904994+00:00
v45,P3,4,8,32,17,69.6690,gfx942,b21u01,2026-05-11T06:04:27.904994+00:00
v45,P3,4,8,32,18,74.5940,gfx942,b21u01,2026-05-11T06:04:27.904994+00:00
v45,P3,4,8,32,19,68.7309,gfx942,b21u01,2026-05-11T06:04:27.904994+00:00
v45,P3,4,8,32,20,68.4089,gfx942,b21u01,2026-05-11T06:04:27.904994+00:00
v45,P3,4,8,32,21,70.0620,gfx942,b21u01,2026-05-11T06:04:27.904994+00:00
v45,P3,4,8,32,22,67.5139,gfx942,b21u01,2026-05-11T06:04:27.904994+00:00
v45,P3,4,8,32,23,71.3430,gfx942,b21u01,2026-05-11T06:04:27.904994+00:00
v45,P3,4,8,32,24,70.2539,gfx942,b21u01,2026-05-11T06:04:27.904994+00:00
v45,P3,4,8,64,0,121.9290,gfx942,b21u01,2026-05-11T06:04:27.908565+00:00
v45,P3,4,8,64,1,118.0160,gfx942,b21u01,2026-05-11T06:04:27.908565+00:00
v45,P3,4,8,64,2,122.6461,gfx942,b21u01,2026-05-11T06:04:27.908565+00:00
v45,P3,4,8,64,3,122.8482,gfx942,b21u01,2026-05-11T06:04:27.908565+00:00
v45,P3,4,8,64,4,123.6880,gfx942,b21u01,2026-05-11T06:04:27.908565+00:00
v45,P3,4,8,64,5,122.0729,gfx942,b21u01,2026-05-11T06:04:27.908565+00:00
v45,P3,4,8,64,6,121.0591,gfx942,b21u01,2026-05-11T06:04:27.908565+00:00
v45,P3,4,8,64,7,119.9879,gfx942,b21u01,2026-05-11T06:04:27.908565+00:00
v45,P3,4,8,64,8,121.9660,gfx942,b21u01,2026-05-11T06:04:27.908565+00:00
v45,P3,4,8,64,9,116.6780,gfx942,b21u01,2026-05-11T06:04:27.908565+00:00
v45,P3,4,8,64,10,119.0240,gfx942,b21u01,2026-05-11T06:04:27.908565+00:00
v45,P3,4,8,64,11,122.4410,gfx942,b21u01,2026-05-11T06:04:27.908565+00:00
v45,P3,4,8,64,12,123.5532,gfx942,b21u01,2026-05-11T06:04:27.908565+00:00
v45,P3,4,8,64,13,120.0682,gfx942,b21u01,2026-05-11T06:04:27.908565+00:00
v45,P3,4,8,64,14,122.6082,gfx942,b21u01,2026-05-11T06:04:27.908565+00:00
v45,P3,4,8,64,15,119.5450,gfx942,b21u01,2026-05-11T06:04:27.908565+00:00
v45,P3,4,8,64,16,122.8789,gfx942,b21u01,2026-05-11T06:04:27.908565+00:00
v45,P3,4,8,64,17,120.5159,gfx942,b21u01,2026-05-11T06:04:27.908565+00:00
v45,P3,4,8,64,18,123.1509,gfx942,b21u01,2026-05-11T06:04:27.908565+00:00
v45,P3,4,8,64,19,120.9171,gfx942,b21u01,2026-05-11T06:04:27.908565+00:00
v45,P3,4,8,64,20,120.7690,gfx942,b21u01,2026-05-11T06:04:27.908565+00:00
v45,P3,4,8,64,21,122.6380,gfx942,b21u01,2026-05-11T06:04:27.908565+00:00
v45,P3,4,8,64,22,124.4931,gfx942,b21u01,2026-05-11T06:04:27.908565+00:00
v45,P3,4,8,64,23,121.3760,gfx942,b21u01,2026-05-11T06:04:27.908565+00:00
v45,P3,4,8,64,24,122.0510,gfx942,b21u01,2026-05-11T06:04:27.908565+00:00
v45,P3,4,8,128,0,216.1090,gfx942,b21u01,2026-05-11T06:04:27.914926+00:00
v45,P3,4,8,128,1,225.9649,gfx942,b21u01,2026-05-11T06:04:27.914926+00:00
v45,P3,4,8,128,2,226.8178,gfx942,b21u01,2026-05-11T06:04:27.914926+00:00
v45,P3,4,8,128,3,219.7539,gfx942,b21u01,2026-05-11T06:04:27.914926+00:00
v45,P3,4,8,128,4,224.0259,gfx942,b21u01,2026-05-11T06:04:27.914926+00:00
v45,P3,4,8,128,5,217.3500,gfx942,b21u01,2026-05-11T06:04:27.914926+00:00
v45,P3,4,8,128,6,216.2331,gfx942,b21u01,2026-05-11T06:04:27.914926+00:00
v45,P3,4,8,128,7,213.4799,gfx942,b21u01,2026-05-11T06:04:27.914926+00:00
v45,P3,4,8,128,8,217.5649,gfx942,b21u01,2026-05-11T06:04:27.914926+00:00
v45,P3,4,8,128,9,226.9880,gfx942,b21u01,2026-05-11T06:04:27.914926+00:00
v45,P3,4,8,128,10,226.8539,gfx942,b21u01,2026-05-11T06:04:27.914926+00:00
v45,P3,4,8,128,11,220.5919,gfx942,b21u01,2026-05-11T06:04:27.914926+00:00
v45,P3,4,8,128,12,221.6531,gfx942,b21u01,2026-05-11T06:04:27.914926+00:00
v45,P3,4,8,128,13,222.9658,gfx942,b21u01,2026-05-11T06:04:27.914926+00:00
v45,P3,4,8,128,14,223.7109,gfx942,b21u01,2026-05-11T06:04:27.914926+00:00
v45,P3,4,8,128,15,220.6981,gfx942,b21u01,2026-05-11T06:04:27.914926+00:00
v45,P3,4,8,128,16,217.7290,gfx942,b21u01,2026-05-11T06:04:27.914926+00:00
v45,P3,4,8,128,17,225.6541,gfx942,b21u01,2026-05-11T06:04:27.914926+00:00
v45,P3,4,8,128,18,225.0390,gfx942,b21u01,2026-05-11T06:04:27.914926+00:00
v45,P3,4,8,128,19,222.1221,gfx942,b21u01,2026-05-11T06:04:27.914926+00:00
v45,P3,4,8,128,20,215.9961,gfx942,b21u01,2026-05-11T06:04:27.914926+00:00
v45,P3,4,8,128,21,221.8150,gfx942,b21u01,2026-05-11T06:04:27.914926+00:00
v45,P3,4,8,128,22,213.2189,gfx942,b21u01,2026-05-11T06:04:27.914926+00:00
v45,P3,4,8,128,23,222.3640,gfx942,b21u01,2026-05-11T06:04:27.914926+00:00
v45,P3,4,8,128,24,226.4909,gfx942,b21u01,2026-05-11T06:04:27.914926+00:00
v45,P3,8,2,8,0,30.3180,gfx942,b21u01,2026-05-11T06:04:27.915934+00:00
v45,P3,8,2,8,1,29.6680,gfx942,b21u01,2026-05-11T06:04:27.915934+00:00
v45,P3,8,2,8,2,29.9378,gfx942,b21u01,2026-05-11T06:04:27.915934+00:00
v45,P3,8,2,8,3,28.9858,gfx942,b21u01,2026-05-11T06:04:27.915934+00:00
v45,P3,8,2,8,4,28.8449,gfx942,b21u01,2026-05-11T06:04:27.915934+00:00
v45,P3,8,2,8,5,29.1138,gfx942,b21u01,2026-05-11T06:04:27.915934+00:00
v45,P3,8,2,8,6,29.7199,gfx942,b21u01,2026-05-11T06:04:27.915934+00:00
v45,P3,8,2,8,7,29.1949,gfx942,b21u01,2026-05-11T06:04:27.915934+00:00
v45,P3,8,2,8,8,29.2240,gfx942,b21u01,2026-05-11T06:04:27.915934+00:00
v45,P3,8,2,8,9,29.5190,gfx942,b21u01,2026-05-11T06:04:27.915934+00:00
v45,P3,8,2,8,10,29.0731,gfx942,b21u01,2026-05-11T06:04:27.915934+00:00
v45,P3,8,2,8,11,30.0051,gfx942,b21u01,2026-05-11T06:04:27.915934+00:00
v45,P3,8,2,8,12,29.7120,gfx942,b21u01,2026-05-11T06:04:27.915934+00:00
v45,P3,8,2,8,13,29.7609,gfx942,b21u01,2026-05-11T06:04:27.915934+00:00
v45,P3,8,2,8,14,29.4631,gfx942,b21u01,2026-05-11T06:04:27.915934+00:00
v45,P3,8,2,8,15,30.0340,gfx942,b21u01,2026-05-11T06:04:27.915934+00:00
v45,P3,8,2,8,16,29.9532,gfx942,b21u01,2026-05-11T06:04:27.915934+00:00
v45,P3,8,2,8,17,28.5110,gfx942,b21u01,2026-05-11T06:04:27.915934+00:00
v45,P3,8,2,8,18,29.4261,gfx942,b21u01,2026-05-11T06:04:27.915934+00:00
v45,P3,8,2,8,19,29.9609,gfx942,b21u01,2026-05-11T06:04:27.915934+00:00
v45,P3,8,2,8,20,30.1111,gfx942,b21u01,2026-05-11T06:04:27.915934+00:00
v45,P3,8,2,8,21,29.8871,gfx942,b21u01,2026-05-11T06:04:27.915934+00:00
v45,P3,8,2,8,22,29.5560,gfx942,b21u01,2026-05-11T06:04:27.915934+00:00
v45,P3,8,2,8,23,29.7339,gfx942,b21u01,2026-05-11T06:04:27.915934+00:00
v45,P3,8,2,8,24,29.8370,gfx942,b21u01,2026-05-11T06:04:27.915934+00:00
v45,P3,8,2,16,0,39.2229,gfx942,b21u01,2026-05-11T06:04:27.917189+00:00
v45,P3,8,2,16,1,40.1719,gfx942,b21u01,2026-05-11T06:04:27.917189+00:00
v45,P3,8,2,16,2,38.7870,gfx942,b21u01,2026-05-11T06:04:27.917189+00:00
v45,P3,8,2,16,3,39.0890,gfx942,b21u01,2026-05-11T06:04:27.917189+00:00
v45,P3,8,2,16,4,38.9491,gfx942,b21u01,2026-05-11T06:04:27.917189+00:00
v45,P3,8,2,16,5,38.2510,gfx942,b21u01,2026-05-11T06:04:27.917189+00:00
v45,P3,8,2,16,6,39.5039,gfx942,b21u01,2026-05-11T06:04:27.917189+00:00
v45,P3,8,2,16,7,38.2692,gfx942,b21u01,2026-05-11T06:04:27.917189+00:00
v45,P3,8,2,16,8,39.4359,gfx942,b21u01,2026-05-11T06:04:27.917189+00:00
v45,P3,8,2,16,9,38.5630,gfx942,b21u01,2026-05-11T06:04:27.917189+00:00
v45,P3,8,2,16,10,39.3679,gfx942,b21u01,2026-05-11T06:04:27.917189+00:00
v45,P3,8,2,16,11,38.0480,gfx942,b21u01,2026-05-11T06:04:27.917189+00:00
v45,P3,8,2,16,12,39.6301,gfx942,b21u01,2026-05-11T06:04:27.917189+00:00
v45,P3,8,2,16,13,38.8320,gfx942,b21u01,2026-05-11T06:04:27.917189+00:00
v45,P3,8,2,16,14,38.7470,gfx942,b21u01,2026-05-11T06:04:27.917189+00:00
v45,P3,8,2,16,15,38.6338,gfx942,b21u01,2026-05-11T06:04:27.917189+00:00
v45,P3,8,2,16,16,41.7999,gfx942,b21u01,2026-05-11T06:04:27.917189+00:00
v45,P3,8,2,16,17,38.7379,gfx942,b21u01,2026-05-11T06:04:27.917189+00:00
v45,P3,8,2,16,18,38.1730,gfx942,b21u01,2026-05-11T06:04:27.917189+00:00
v45,P3,8,2,16,19,38.5409,gfx942,b21u01,2026-05-11T06:04:27.917189+00:00
v45,P3,8,2,16,20,39.1370,gfx942,b21u01,2026-05-11T06:04:27.917189+00:00
v45,P3,8,2,16,21,38.6939,gfx942,b21u01,2026-05-11T06:04:27.917189+00:00
v45,P3,8,2,16,22,38.0720,gfx942,b21u01,2026-05-11T06:04:27.917189+00:00
v45,P3,8,2,16,23,37.1370,gfx942,b21u01,2026-05-11T06:04:27.917189+00:00
v45,P3,8,2,16,24,39.0110,gfx942,b21u01,2026-05-11T06:04:27.917189+00:00
v45,P3,8,2,32,0,61.0051,gfx942,b21u01,2026-05-11T06:04:27.918989+00:00
v45,P3,8,2,32,1,57.8030,gfx942,b21u01,2026-05-11T06:04:27.918989+00:00
v45,P3,8,2,32,2,58.2060,gfx942,b21u01,2026-05-11T06:04:27.918989+00:00
v45,P3,8,2,32,3,57.3138,gfx942,b21u01,2026-05-11T06:04:27.918989+00:00
v45,P3,8,2,32,4,57.2479,gfx942,b21u01,2026-05-11T06:04:27.918989+00:00
v45,P3,8,2,32,5,57.8261,gfx942,b21u01,2026-05-11T06:04:27.918989+00:00
v45,P3,8,2,32,6,59.9979,gfx942,b21u01,2026-05-11T06:04:27.918989+00:00
v45,P3,8,2,32,7,58.3760,gfx942,b21u01,2026-05-11T06:04:27.918989+00:00
v45,P3,8,2,32,8,57.7122,gfx942,b21u01,2026-05-11T06:04:27.918989+00:00
v45,P3,8,2,32,9,58.6682,gfx942,b21u01,2026-05-11T06:04:27.918989+00:00
v45,P3,8,2,32,10,57.6980,gfx942,b21u01,2026-05-11T06:04:27.918989+00:00
v45,P3,8,2,32,11,58.8810,gfx942,b21u01,2026-05-11T06:04:27.918989+00:00
v45,P3,8,2,32,12,57.4081,gfx942,b21u01,2026-05-11T06:04:27.918989+00:00
v45,P3,8,2,32,13,58.6880,gfx942,b21u01,2026-05-11T06:04:27.918989+00:00
v45,P3,8,2,32,14,57.1560,gfx942,b21u01,2026-05-11T06:04:27.918989+00:00
v45,P3,8,2,32,15,58.2628,gfx942,b21u01,2026-05-11T06:04:27.918989+00:00
v45,P3,8,2,32,16,57.3760,gfx942,b21u01,2026-05-11T06:04:27.918989+00:00
v45,P3,8,2,32,17,57.7010,gfx942,b21u01,2026-05-11T06:04:27.918989+00:00
v45,P3,8,2,32,18,57.8149,gfx942,b21u01,2026-05-11T06:04:27.918989+00:00
v45,P3,8,2,32,19,58.2992,gfx942,b21u01,2026-05-11T06:04:27.918989+00:00
v45,P3,8,2,32,20,56.9790,gfx942,b21u01,2026-05-11T06:04:27.918989+00:00
v45,P3,8,2,32,21,58.1678,gfx942,b21u01,2026-05-11T06:04:27.918989+00:00
v45,P3,8,2,32,22,62.2990,gfx942,b21u01,2026-05-11T06:04:27.918989+00:00
v45,P3,8,2,32,23,58.1921,gfx942,b21u01,2026-05-11T06:04:27.918989+00:00
v45,P3,8,2,32,24,57.5969,gfx942,b21u01,2026-05-11T06:04:27.918989+00:00
v45,P3,8,2,64,0,95.6331,gfx942,b21u01,2026-05-11T06:04:27.921843+00:00
v45,P3,8,2,64,1,96.8620,gfx942,b21u01,2026-05-11T06:04:27.921843+00:00
v45,P3,8,2,64,2,94.7341,gfx942,b21u01,2026-05-11T06:04:27.921843+00:00
v45,P3,8,2,64,3,95.9020,gfx942,b21u01,2026-05-11T06:04:27.921843+00:00
v45,P3,8,2,64,4,96.2219,gfx942,b21u01,2026-05-11T06:04:27.921843+00:00
v45,P3,8,2,64,5,96.1630,gfx942,b21u01,2026-05-11T06:04:27.921843+00:00
v45,P3,8,2,64,6,95.5230,gfx942,b21u01,2026-05-11T06:04:27.921843+00:00
v45,P3,8,2,64,7,95.6501,gfx942,b21u01,2026-05-11T06:04:27.921843+00:00
v45,P3,8,2,64,8,96.9672,gfx942,b21u01,2026-05-11T06:04:27.921843+00:00
v45,P3,8,2,64,9,96.9500,gfx942,b21u01,2026-05-11T06:04:27.921843+00:00
v45,P3,8,2,64,10,93.2452,gfx942,b21u01,2026-05-11T06:04:27.921843+00:00
v45,P3,8,2,64,11,95.8352,gfx942,b21u01,2026-05-11T06:04:27.921843+00:00
v45,P3,8,2,64,12,94.7511,gfx942,b21u01,2026-05-11T06:04:27.921843+00:00
v45,P3,8,2,64,13,96.3230,gfx942,b21u01,2026-05-11T06:04:27.921843+00:00
v45,P3,8,2,64,14,95.0589,gfx942,b21u01,2026-05-11T06:04:27.921843+00:00
v45,P3,8,2,64,15,96.5048,gfx942,b21u01,2026-05-11T06:04:27.921843+00:00
v45,P3,8,2,64,16,94.2079,gfx942,b21u01,2026-05-11T06:04:27.921843+00:00
v45,P3,8,2,64,17,97.0352,gfx942,b21u01,2026-05-11T06:04:27.921843+00:00
v45,P3,8,2,64,18,94.3460,gfx942,b21u01,2026-05-11T06:04:27.921843+00:00
v45,P3,8,2,64,19,96.4231,gfx942,b21u01,2026-05-11T06:04:27.921843+00:00
v45,P3,8,2,64,20,96.7681,gfx942,b21u01,2026-05-11T06:04:27.921843+00:00
v45,P3,8,2,64,21,98.4659,gfx942,b21u01,2026-05-11T06:04:27.921843+00:00
v45,P3,8,2,64,22,95.9481,gfx942,b21u01,2026-05-11T06:04:27.921843+00:00
v45,P3,8,2,64,23,98.5118,gfx942,b21u01,2026-05-11T06:04:27.921843+00:00
