duty_pct,pc1_cosine_vs_sustained,pc1_var_explained
100.0,0.9999999999989999,0.9996862111611573
50.0,0.9997984220957785,0.9984302413531515
25.0,0.9991373204681012,0.9971176094523952
10.0,0.9993391928262885,0.9972142144880465
5.0,0.999369331587905,0.9972336494327355
