duty_pct,pc1_var_explained,pc2_var_explained,load_op_XCHG_ACQREL,load_op_MAX_ACQREL,load_op_CAS_ACQREL,load_op_FADD_RELEASE
100,0.9996862111611573,0.000266267993650372,0.2933392787204653,0.28929143894778653,0.2833729281206211,-0.8660036457888736
50,0.9984302413531515,0.0015607903267988023,0.3086228293292149,0.27657961201185477,0.2805587564564576,-0.8657611977975272
25,0.9971176094523952,0.0028760209159008903,0.326881579976121,0.2705144372643007,0.26766290599013487,-0.8650589232305562
10,0.9972142144880465,0.002785388479235426,0.32260039989013123,0.27156245560162806,0.27110343005802257,-0.8652662855497817
5,0.9972336494327355,0.002766229916606766,0.32174540296344817,0.2708425267317762,0.2727156985919458,-0.8653036282871704
