ordering_class,issue_op,issue_sem,observe_op,observe_sem,prod_num_warps,cons_num_warps,prod_waves_per_CU,cons_waves_per_CU,imbalance_ratio,n_workgroups,wgs_per_cu,block_size,buffer_bytes,buffer_class,n_elements,dtype,src_rank,dst_rank,n_repeat,n_warmup,world_size,ms_mean,us_per_call,node,ts
FADD_RELEASE,fadd,release,max,acquire,8,4,8.0,4.0,2.0,304,1.0,256,33554432,HBM,8388608,int32,0,1,25,4,8,0.06209515988826752,62.09515988826752,c09u13,1778503417.456116
FADD_RELEASE,fadd,release,max,acquire,8,4,8.0,4.0,2.0,304,1.0,1024,2097152,L2,524288,int32,0,1,25,4,8,0.15566687941551208,155.66687941551208,c09u13,1778503417.5288694
FADD_RELEASE,fadd,release,max,acquire,8,4,8.0,4.0,2.0,304,1.0,1024,33554432,HBM,8388608,int32,0,1,25,4,8,0.15500784039497376,155.00784039497375,c09u13,1778503417.542724
FADD_RELEASE,fadd,release,max,acquire,8,4,32.0,16.0,2.0,1216,4.0,256,2097152,L2,524288,int32,0,1,25,4,8,0.16842568099498748,168.4256809949875,c09u13,1778503417.5543725
FADD_RELEASE,fadd,release,max,acquire,8,4,32.0,16.0,2.0,1216,4.0,256,33554432,HBM,8388608,int32,0,1,25,4,8,0.16737663984298706,167.37663984298706,c09u13,1778503417.5665677
FADD_RELEASE,fadd,release,max,acquire,8,4,32.0,16.0,2.0,1216,4.0,1024,2097152,L2,524288,int32,0,1,25,4,8,0.5580704832077026,558.0704832077026,c09u13,1778503417.5916793
FADD_RELEASE,fadd,release,max,acquire,8,4,32.0,16.0,2.0,1216,4.0,1024,33554432,HBM,8388608,int32,0,1,25,4,8,0.5628381562232971,562.8381562232971,c09u13,1778503417.620656
FADD_RELEASE,fadd,release,max,acquire,8,2,8.0,2.0,4.0,304,1.0,256,2097152,L2,524288,int32,0,1,25,4,8,0.06003743976354599,60.03743976354599,c09u13,1778503417.6353328
FADD_RELEASE,fadd,release,max,acquire,8,2,8.0,2.0,4.0,304,1.0,256,33554432,HBM,8388608,int32,0,1,25,4,8,0.06046251967549324,60.46251967549324,c09u13,1778503417.6439033
FADD_RELEASE,fadd,release,max,acquire,8,2,8.0,2.0,4.0,304,1.0,1024,2097152,L2,524288,int32,0,1,25,4,8,0.1515518009662628,151.55180096626282,c09u13,1778503417.6549993
FADD_RELEASE,fadd,release,max,acquire,8,2,8.0,2.0,4.0,304,1.0,1024,33554432,HBM,8388608,int32,0,1,25,4,8,0.14981828033924102,149.81828033924103,c09u13,1778503417.6662998
FADD_RELEASE,fadd,release,max,acquire,8,2,32.0,8.0,4.0,1216,4.0,256,2097152,L2,524288,int32,0,1,25,4,8,0.1670223605632782,167.0223605632782,c09u13,1778503417.6801605
FADD_RELEASE,fadd,release,max,acquire,8,2,32.0,8.0,4.0,1216,4.0,256,33554432,HBM,8388608,int32,0,1,25,4,8,0.16733500003814697,167.33500003814697,c09u13,1778503417.692005
FADD_RELEASE,fadd,release,max,acquire,8,2,32.0,8.0,4.0,1216,4.0,1024,2097152,L2,524288,int32,0,1,25,4,8,0.5184105563163758,518.4105563163757,c09u13,1778503417.7187655
FADD_RELEASE,fadd,release,max,acquire,8,2,32.0,8.0,4.0,1216,4.0,1024,33554432,HBM,8388608,int32,0,1,25,4,8,0.5329988408088684,532.9988408088684,c09u13,1778503417.7496207
FADD_RELEASE,fadd,release,max,acquire,8,1,8.0,1.0,8.0,304,1.0,256,2097152,L2,524288,int32,0,1,25,4,8,0.05936732038855553,59.36732038855553,c09u13,1778503417.7648625
FADD_RELEASE,fadd,release,max,acquire,8,1,8.0,1.0,8.0,304,1.0,256,33554432,HBM,8388608,int32,0,1,25,4,8,0.0587338000535965,58.7338000535965,c09u13,1778503417.7734125
FADD_RELEASE,fadd,release,max,acquire,8,1,8.0,1.0,8.0,304,1.0,1024,2097152,L2,524288,int32,0,1,25,4,8,0.15171720027923585,151.71720027923584,c09u13,1778503417.786557
FADD_RELEASE,fadd,release,max,acquire,8,1,8.0,1.0,8.0,304,1.0,1024,33554432,HBM,8388608,int32,0,1,25,4,8,0.1489764004945755,148.9764004945755,c09u13,1778503417.797934
FADD_RELEASE,fadd,release,max,acquire,8,1,32.0,4.0,8.0,1216,4.0,256,2097152,L2,524288,int32,0,1,25,4,8,0.1548504787683487,154.8504787683487,c09u13,1778503417.8146424
FADD_RELEASE,fadd,release,max,acquire,8,1,32.0,4.0,8.0,1216,4.0,256,33554432,HBM,8388608,int32,0,1,25,4,8,0.1538819593191147,153.88195931911469,c09u13,1778503417.8285503
FADD_RELEASE,fadd,release,max,acquire,8,1,32.0,4.0,8.0,1216,4.0,1024,2097152,L2,524288,int32,0,1,25,4,8,0.5047939157485962,504.79391574859625,c09u13,1778503417.856473
FADD_RELEASE,fadd,release,max,acquire,8,1,32.0,4.0,8.0,1216,4.0,1024,33554432,HBM,8388608,int32,0,1,25,4,8,0.5055012011528015,505.5012011528015,c09u13,1778503417.8801305
